School Expenditure/Student,Teacher-Student Ratio,Test Score Percentile,Mean Parent Income,HS Dropout Rate,Teenage Birth Rates
6.026,16.7,9.696,48400,-0.015,0.215
5.944,17.2,-2.106,54800,0.001,0.181
5.944,17.2,-2.106,60600,0.001,0.22
5.944,17.2,-2.106,71600,0.001,0.192
5.944,17.2,-2.106,65100,0.001,0.192
5.944,17.2,-2.106,,0.001,
5.944,17.2,-2.106,66200,0.001,0.179
5.944,17.2,-2.106,58900,0.001,0.203
6.148,15.8,2.752,73000,-0.022,0.143
5.298,17.3,-0.633,58600,-0.004,0.233
5.298,17.3,-0.633,51600,-0.004,0.196
5.298,17.3,-0.633,57700,-0.004,0.195
5.298,17.3,-0.633,58900,-0.004,0.246
5.298,17.3,-0.633,63500,-0.004,0.189
5.298,17.3,-0.633,49700,-0.004,0.163
6.015,16.7,-2.237,43400,0.016,0.184
6.015,16.7,-2.237,38700,0.016,0.258
6.015,16.7,-2.237,63800,0.016,0.182
6.015,16.7,-2.237,50300,0.016,0.208
5.814,16.6,-2.443,38300,0.01,0.257
5.814,16.6,-2.443,37200,0.01,0.216
5.814,16.6,-2.443,56600,0.01,0.192
5.814,16.6,-2.443,41300,0.01,0.196
5.814,16.6,-2.443,42800,0.01,0.211
5.932,15.9,-0.157,41100,-0.003,0.203
5.932,15.9,-0.157,36900,-0.003,0.191
5.932,15.9,-0.157,64900,-0.003,0.186
5.932,15.9,-0.157,41000,-0.003,0.218
6.46,15.4,-2.262,54700,0.001,0.157
6.46,15.4,-2.262,53700,0.001,0.175
6.46,15.4,-2.262,48200,0.001,0.13
6.46,15.4,-2.262,41500,0.001,0.209
6.46,15.4,-2.262,44200,0.001,0.161
6.46,15.4,-2.262,57600,0.001,0.156
6.46,15.4,-2.262,53000,0.001,0.17
5.136,14.9,3.748,54000,-0.009,0.195
5.136,14.9,3.748,61400,-0.009,0.179
5.136,14.9,3.748,,-0.009,
5.136,14.9,3.748,65400,-0.009,0.216
5.136,14.9,3.748,61500,-0.009,0.183
6.442,15.2,-7.906,46000,0.01,0.195
6.442,15.2,-7.906,49700,0.01,0.154
6.442,15.2,-7.906,45600,0.01,0.143
6.442,15.2,-7.906,50600,0.01,0.161
6.442,15.2,-7.906,56100,0.01,0.141
6.317,18.2,-1.755,51500,-0.002,0.178
6.317,18.2,-1.755,73100,-0.002,0.156
6.317,18.2,-1.755,58400,-0.002,0.134
4.335,17,-6.928,50500,0.031,0.21
4.335,17,-6.928,51400,0.031,0.245
4.335,17,-6.928,66000,0.031,0.215
4.335,17,-6.928,89900,0.031,0.164
4.335,17,-6.928,53600,0.031,0.235
4.335,17,-6.928,51000,0.031,0.221
4.335,17,-6.928,60000,0.031,0.191
4.854,16.3,-1.394,48900,0.014,0.257
4.854,16.3,-1.394,59200,0.014,0.217
4.854,16.3,-1.394,72800,0.014,0.201
4.854,16.3,-1.394,70500,0.014,0.264
4.854,16.3,-1.394,57600,0.014,0.205
4.854,16.3,-1.394,51500,0.014,0.21
4.793,17.1,-11.033,71000,0.041,0.182
4.793,17.1,-11.033,81700,0.041,0.164
4.793,17.1,-11.033,55600,0.041,0.232
4.793,17.1,-11.033,53800,0.041,0.221
4.793,17.1,-11.033,62500,0.041,0.176
4.793,17.1,-11.033,58800,0.041,0.228
4.793,17.1,-11.033,39000,0.041,0.246
4.793,17.1,-11.033,52400,0.041,0.188
4.793,17.1,-11.033,61300,0.041,0.185
4.793,17.1,-11.033,66900,0.041,0.167
4.086,17,-11.857,53200,0.038,0.185
4.086,17,-11.857,66800,0.038,0.185
4.086,17,-11.857,57700,0.038,0.224
4.086,17,-11.857,70200,0.038,0.22
4.587,16.9,-6.213,48800,0.042,0.231
4.587,16.9,-6.213,48500,0.042,0.267
4.587,16.9,-6.213,61600,0.042,0.232
4.655,17.4,-12.555,43500,0.049,0.239
4.655,17.4,-12.555,70000,0.049,0.177
4.655,17.4,-12.555,64100,0.049,0.222
4.655,17.4,-12.555,47100,0.049,0.193
4.655,17.4,-12.555,46200,0.049,0.234
4.655,17.4,-12.555,47200,0.049,0.258
4.655,17.4,-12.555,46100,0.049,0.233
4.655,17.4,-12.555,48700,0.049,0.208
4.623,17,-6.315,51100,0.046,0.223
4.623,17,-6.315,39800,0.046,0.252
4.623,17,-6.315,44700,0.046,0.243
4.623,17,-6.315,64500,0.046,0.193
4.623,17,-6.315,44100,0.046,0.249
4.623,17,-6.315,57700,0.046,0.21
4.508,16.4,1.447,42200,0.014,0.268
4.508,16.4,1.447,55100,0.014,0.225
4.645,18.6,-19.332,42400,0.012,0.248
4.645,18.6,-19.332,36600,0.012,0.296
4.645,18.6,-19.332,58400,0.012,0.219
4.645,18.6,-19.332,42800,0.012,0.247
4.4,16.2,-5.451,33500,0.055,0.282
4.4,16.2,-5.451,40400,0.055,0.216
4.639,15.5,-4.971,55100,0.02,0.205
4.639,15.5,-4.971,67100,0.02,0.182
4.639,15.5,-4.971,50600,0.02,0.224
5.098,17.6,-10.714,76300,0.053,0.162
5.098,17.6,-10.714,57800,0.053,0.224
5.098,17.6,-10.714,65700,0.053,0.199
5.098,17.6,-10.714,62900,0.053,0.154
5.098,17.6,-10.714,77100,0.053,0.161
5.098,17.6,-10.714,60400,0.053,0.17
5.098,17.6,-10.714,62400,0.053,0.186
5.098,17.6,-10.714,93500,0.053,0.128
5.098,17.6,-10.714,45400,0.053,0.23
4.492,18.3,-18.28,38400,0.03,0.256
4.492,18.3,-18.28,35300,0.03,0.272
4.492,18.3,-18.28,35500,0.03,0.201
4.492,18.3,-18.28,63100,0.03,0.226
4.458,16,-9.206,50700,0.027,0.247
6.85,15.9,2.793,66500,-0.009,0.115
6.85,15.9,2.793,109300,-0.009,0.075
6.85,15.9,2.793,61600,-0.009,0.087
6.85,15.9,2.793,71800,-0.009,0.085
6.85,15.9,2.793,63300,-0.009,0.105
6.85,15.9,2.793,56500,-0.009,0.113
6.85,15.9,2.793,70600,-0.009,0.103
6.85,15.9,2.793,55800,-0.009,0.136
6.823,15.7,3.045,57500,-0.027,0.098
6.669,15.7,3.767,66100,-0.007,0.086
6.669,15.7,3.767,70200,-0.007,0.105
6.669,15.7,3.767,67500,-0.007,0.101
6.669,15.7,3.767,54900,-0.007,0.121
6.669,15.7,3.767,55000,-0.007,0.125
7.988,13.7,4.963,49200,-0.009,0.117
6.546,16.8,3.63,77700,0.017,0.085
6.546,16.8,3.63,82400,0.017,0.101
6.546,16.8,3.63,72600,0.017,0.07
6.546,16.8,3.63,114900,0.017,0.079
6.546,16.8,3.63,91600,0.017,0.083
6.546,16.8,3.63,109600,0.017,0.062
6.546,16.8,3.63,82800,0.017,0.097
6.553,16,-2.043,73100,-0.006,0.146
6.553,16,-2.043,62200,-0.006,0.13
6.553,16,-2.043,52800,-0.006,0.16
6.553,16,-2.043,52000,-0.006,0.15
6.553,16,-2.043,54500,-0.006,0.14
6.872,18,-2.44,105600,0.017,0.125
6.872,18,-2.44,110400,0.017,0.121
6.872,18,-2.44,97400,0.017,0.077
6.872,18,-2.44,97200,0.017,0.097
6.872,18,-2.44,151500,0.017,0.058
6.872,18,-2.44,58800,0.017,0.266
6.562,17.7,0.006,58800,-0.001,0.177
6.562,17.7,0.006,55800,-0.001,0.207
6.562,17.7,0.006,79600,-0.001,0.136
6.562,17.7,0.006,93100,-0.001,0.125
6.562,17.7,0.006,100500,-0.001,0.13
6.288,17.4,1.236,73800,0.007,0.158
6.288,17.4,1.236,75200,0.007,0.132
6.288,17.4,1.236,57300,0.007,0.121
6.288,17.4,1.236,64800,0.007,0.195
6.288,17.4,1.236,73100,0.007,0.144
6.288,17.4,1.236,55500,0.007,0.188
7.89,,4.084,93100,0.001,0.059
7.89,,4.084,123100,0.001,0.084
7.89,,4.084,164700,0.001,0.048
7.89,,4.084,168400,0.001,0.036
7.89,,4.084,112300,0.001,0.071
7.89,,4.084,93900,0.001,0.151
7.89,,4.084,100900,0.001,0.092
8.124,15.6,4.525,89100,0.015,0.095
8.124,15.6,4.525,75900,0.015,0.113
7.203,14.8,-2.206,84600,0.008,0.099
7.203,14.8,-2.206,121600,0.008,0.051
7.203,14.8,-2.206,116700,0.008,0.081
7.203,14.8,-2.206,98000,0.008,0.078
7.203,14.8,-2.206,78800,0.008,0.13
7.203,14.8,-2.206,99400,0.008,0.075
,,17.311,94100,-0.001,0.053
7.855,,-0.369,77600,0.007,0.081
7.855,,-0.369,81300,0.007,0.138
7.855,,-0.369,95900,0.007,0.058
8.164,,,,,
5.684,19.2,-1.233,52300,,0.14
5.684,19.2,-1.233,65400,,0.104
5.684,19.2,-1.233,61300,,0.149
5.684,19.2,-1.233,57400,,0.123
5.961,18.3,8.53,62200,,0.107
5.961,18.3,8.53,71400,,0.109
5.961,18.3,8.53,82400,,0.083
5.961,18.3,8.53,61800,,0.153
7.234,19.8,0.369,74900,,0.141
7.234,19.8,0.369,72200,,0.126
7.234,19.8,0.369,104400,,0.132
7.234,19.8,0.369,63600,,0.152
7.234,19.8,0.369,78300,,0.189
7.234,19.8,0.369,66800,,0.178
7.234,19.8,0.369,57200,,0.144
7.234,19.8,0.369,102300,,0.103
6.314,18.8,5.284,60700,,0.162
6.314,18.8,5.284,56400,,0.121
6.314,18.8,5.284,93800,,0.093
6.314,18.8,5.284,57600,,0.146
6.314,18.8,5.284,79600,,0.069
6.193,20.1,-1.907,57600,,0.127
6.193,20.1,-1.907,81000,,0.125
6.193,20.1,-1.907,59700,,0.134
6.193,20.1,-1.907,68700,,0.08
6.193,20.1,-1.907,108900,,0.095
6.193,20.1,-1.907,81900,,0.168
6.193,20.1,-1.907,72300,,0.133
6.434,18,7.375,72100,,0.178
6.434,18,7.375,74200,,0.086
6.434,18,7.375,,,
6.573,18.9,-2.101,83700,,0.114
6.573,18.9,-2.101,74500,,0.173
6.573,18.9,-2.101,102700,,0.13
6.573,18.9,-2.101,67400,,0.155
6.357,19.1,6.258,102600,,0.106
6.357,19.1,6.258,59000,,0.128
6.357,19.1,6.258,92600,,0.088
6.246,17.2,-1.094,64000,,0.149
6.246,17.2,-1.094,,,
6.246,17.2,-1.094,58500,,0.109
7.39,18.3,2.197,58000,,0.151
7.39,18.3,2.197,67700,,0.133
7.39,18.3,2.197,74000,,0.115
7.619,19.1,-1.481,94100,,0.08
7.619,19.1,-1.481,88200,,0.116
7.619,19.1,-1.481,94100,,0.133
5.917,18.8,-0.154,57500,,0.149
5.917,18.8,-0.154,54100,,0.134
5.917,18.8,-0.154,55200,,0.157
5.917,18.8,-0.154,53600,,0.156
5.917,18.8,-0.154,90900,,0.12
5.917,18.8,-0.154,53900,,0.147
6.238,17.3,7.498,79100,-0.033,0.113
6.238,17.3,7.498,59400,-0.033,0.081
6.238,17.3,7.498,65400,-0.033,0.13
6.238,17.3,7.498,,-0.033,
6.238,17.3,7.498,69300,-0.033,0.117
7.582,20.9,-5.393,84700,,0.167
7.582,20.9,-5.393,90500,,0.114
7.582,20.9,-5.393,127000,,0.057
7.582,20.9,-5.393,101500,,0.073
7.582,20.9,-5.393,149700,,0.074
7.582,20.9,-5.393,85700,,0.118
7.582,20.9,-5.393,65200,,0.11
7.582,20.9,-5.393,79200,,0.127
7.582,20.9,-5.393,135300,,0.085
7.582,20.9,-5.393,82300,,0.175
6.902,15.4,8.369,60500,,0.112
6.902,15.4,8.369,54600,,0.079
6.902,15.4,8.369,,,
5.998,20.3,-3.269,66600,,0.156
5.998,20.3,-3.269,81400,,0.165
5.998,20.3,-3.269,82100,,0.14
6.059,19.4,1.666,42900,,0.19
6.059,19.4,1.666,68000,,0.121
6.059,19.4,1.666,54300,,0.124
6.059,19.4,1.666,57600,,0.15
6.059,19.4,1.666,65500,,0.159
6.004,18.3,6.417,65500,,0.117
6.004,18.3,6.417,68400,,0.137
6.145,18.8,2.054,92500,,0.127
6.145,18.8,2.054,71800,,0.121
6.145,18.8,2.054,75200,,0.123
6.145,18.8,2.054,86600,,0.169
6.145,18.8,2.054,73600,,0.122
6.145,18.8,2.054,99600,,0.103
6.687,16.9,9.205,62000,0.018,0.108
6.687,16.9,9.205,52700,0.018,0.186
6.687,16.9,9.205,77200,0.018,0.111
6.687,16.9,9.205,72200,0.018,0.119
8.069,18.7,0.449,93400,0.012,0.089
8.069,18.7,0.449,122700,0.012,0.057
8.069,18.7,0.449,83900,0.012,0.094
8.069,18.7,0.449,121700,0.012,0.065
8.069,18.7,0.449,144200,0.012,0.087
8.069,18.7,0.449,75000,0.012,0.103
8.069,18.7,0.449,111500,0.012,0.107
8.069,18.7,0.449,111000,0.012,0.075
8.069,18.7,0.449,122200,0.012,0.055
8.069,18.7,0.449,88100,0.012,0.091
8.069,18.7,0.449,86600,0.012,0.07
8.069,18.7,0.449,101800,0.012,0.078
7.145,16.5,4.087,61700,0.006,0.11
7.145,16.5,4.087,65000,0.006,0.134
7.145,16.5,4.087,45800,0.006,0.156
7.145,16.5,4.087,65900,0.006,0.14
7.145,16.5,4.087,57100,0.006,0.176
6.503,18.1,6.546,82900,-0.013,0.082
6.503,18.1,6.546,65100,-0.013,0.113
6.503,18.1,6.546,91500,-0.013,0.088
6.503,18.1,6.546,87400,-0.013,0.073
6.052,15.6,11.685,58100,-0.033,0.093
6.052,15.6,11.685,,-0.033,
6.052,15.6,11.685,67800,-0.033,0.123
6.464,17.3,6.834,82700,-0.014,0.081
6.464,17.3,6.834,78400,-0.014,0.079
6.464,17.3,6.834,79400,-0.014,0.094
6.464,17.3,6.834,90900,-0.014,0.067
6.464,17.3,6.834,72600,-0.014,0.146
6.838,17.7,7.505,72300,0.004,0.1
6.838,17.7,7.505,70300,0.004,0.107
6.838,17.7,7.505,77400,0.004,0.099
6.838,17.7,7.505,67700,0.004,0.136
7.863,16.5,5.464,73400,-0.012,0.085
7.863,16.5,5.464,79300,-0.012,0.109
7.863,16.5,5.464,71900,-0.012,0.071
7.863,16.5,5.464,65600,-0.012,0.101
7.863,16.5,5.464,65500,-0.012,0.111
6.269,17.2,6.018,85200,-0.014,0.091
6.269,17.2,6.018,64000,-0.014,0.092
6.269,17.2,6.018,69200,-0.014,0.1
6.269,17.2,6.018,102500,-0.014,0.063
6.269,17.2,6.018,76000,-0.014,0.101
6.391,16.9,,,,
6.66,18.3,7.357,118600,-0.009,0.108
6.66,18.3,7.357,70400,-0.009,0.079
6.66,18.3,7.357,85900,-0.009,0.088
6.66,18.3,7.357,117200,-0.009,0.073
6.66,18.3,7.357,73400,-0.009,0.077
6.713,16.9,15.814,74400,-0.003,0.079
6.713,16.9,15.814,61600,-0.003,0.044
6.713,16.9,15.814,68900,-0.003,0.096
6.713,16.9,15.814,72100,-0.003,0.076
6.713,16.9,15.814,83500,-0.003,0.052
6.479,18,3.989,66000,0.012,0.132
6.479,18,3.989,72500,0.012,0.109
7.258,15.2,3.665,83600,-0.026,0.045
7.258,15.2,3.665,66200,-0.026,0.155
7.258,15.2,3.665,90900,-0.026,0.085
7.258,15.2,3.665,69900,-0.026,0.135
7.258,15.2,3.665,65400,-0.026,0.103
6.613,16.7,2.736,59000,0.002,0.111
6.613,16.7,2.736,62100,0.002,0.134
5.561,15.5,8.881,62200,-0.026,0.05
5.561,15.5,8.881,,-0.026,
5.561,15.5,8.881,85500,-0.026,0.088
5.561,15.5,8.881,63500,-0.026,0.116
7.259,16.8,-0.029,73800,0.009,0.092
6.615,17,10.027,,-0.024,
6.615,17,10.027,81600,-0.024,0.095
6.325,16.3,11.332,56000,-0.017,0.049
6.325,16.3,11.332,80000,-0.017,0.089
6.325,16.3,11.332,62900,-0.017,0.084
6.325,16.3,11.332,67800,-0.017,0.111
5.951,18.1,6.678,80900,-0.02,0.099
5.951,18.1,6.678,74600,-0.02,0.096
5.951,18.1,6.678,65600,-0.02,0.104
6.982,15.6,9.516,70300,-0.032,0.091
6.982,15.6,9.516,71800,-0.032,0.094
6.982,15.6,9.516,53900,-0.032,0.076
7.227,17.4,7.154,60800,-0.019,0.103
7.227,17.4,7.154,56200,-0.019,0.112
7.227,17.4,7.154,60300,-0.019,0.096
5.709,16.8,8.004,71100,-0.017,0.111
5.709,16.8,8.004,85800,-0.017,0.102
5.709,16.8,8.004,,-0.017,
5.709,16.8,8.004,75000,-0.017,0.088
6.256,15.8,7.455,70500,-0.026,0.089
6.256,15.8,7.455,69200,-0.026,0.098
7.047,17.5,6.546,91000,0.002,0.085
7.047,17.5,6.546,85400,0.002,0.103
7.047,17.5,6.546,72700,0.002,0.095
7.462,16.3,5.725,84700,-0.022,0.096
7.462,16.3,5.725,64600,-0.022,0.099
7.462,16.3,5.725,70900,-0.022,0.112
7.462,16.3,5.725,73100,-0.022,0.098
7.462,16.3,5.725,90100,-0.022,0.093
7.462,16.3,5.725,60100,-0.022,0.13
7.462,16.3,5.725,70600,-0.022,0.083
7.462,16.3,5.725,66500,-0.022,0.104
4.329,16.7,-1.45,68000,-0.016,0.197
4.329,16.7,-1.45,54100,-0.016,0.221
4.329,16.7,-1.45,51000,-0.016,0.183
4.329,16.7,-1.45,51400,-0.016,0.223
4.329,16.7,-1.45,49200,-0.016,0.221
4.398,17.8,-16.041,46000,0.011,0.184
4.398,17.8,-16.041,44800,0.011,0.23
4.398,17.8,-16.041,48700,0.011,0.235
4.398,17.8,-16.041,35000,0.011,0.236
4.398,17.8,-16.041,38000,0.011,0.225
4.336,19.8,-13.492,50800,-0.025,0.218
4.336,19.8,-13.492,32600,-0.025,0.278
4.111,18.4,-1.196,,-0.014,
4.111,18.4,-1.196,49200,-0.014,0.254
4.111,18.4,-1.196,59900,-0.014,0.196
4.344,18.7,-20.082,39200,0.011,0.259
4.344,18.7,-20.082,,0.011,
4.344,18.7,-20.082,38300,0.011,0.229
4.344,18.7,-20.082,36300,0.011,0.304
4.344,18.7,-20.082,41400,0.011,0.271
4.352,17.9,-8.12,47300,-0.008,0.262
4.352,17.9,-8.12,44500,-0.008,0.262
4.352,17.9,-8.12,52800,-0.008,0.223
4.352,17.9,-8.12,68900,-0.008,0.24
4.352,17.9,-8.12,52300,-0.008,0.201
4.352,17.9,-8.12,51900,-0.008,0.224
4.481,18.5,-17.145,43600,0.042,0.251
4.481,18.5,-17.145,51000,0.042,0.207
4.481,18.5,-17.145,47700,0.042,0.276
4.481,18.5,-17.145,39600,0.042,0.24
4.802,17.6,-14.345,40300,0.007,0.27
4.802,17.6,-14.345,48500,0.007,0.253
4.802,17.6,-14.345,56600,0.007,0.198
4.802,17.6,-14.345,40900,0.007,0.229
4.802,17.6,-14.345,47300,0.007,0.236
4.355,17.4,-9.971,44000,0.014,0.23
4.355,17.4,-9.971,39900,0.014,0.212
4.355,17.4,-9.971,58700,0.014,0.215
4.355,17.4,-9.971,48400,0.014,0.268
4.355,17.4,-9.971,44500,0.014,0.223
4.294,18.5,-17.675,39700,-0.001,0.311
4.294,18.5,-17.675,71300,-0.001,0.18
4.294,18.5,-17.675,41800,-0.001,0.287
4.294,18.5,-17.675,31200,-0.001,0.307
4.294,18.5,-17.675,33300,-0.001,0.281
4.294,18.5,-17.675,43100,-0.001,0.229
4.618,19.2,-15.257,44400,0.005,0.239
4.618,19.2,-15.257,73400,0.005,0.228
4.618,19.2,-15.257,43600,0.005,0.257
4.618,19.2,-15.257,88400,0.005,0.17
4.618,19.2,-15.257,78300,0.005,0.172
4.618,19.2,-15.257,43000,0.005,0.252
4.618,19.2,-15.257,47500,0.005,0.266
4.261,16.8,-7.941,43100,-0.005,0.271
4.261,16.8,-7.941,62300,-0.005,0.197
4.261,16.8,-7.941,36700,-0.005,0.286
4.261,16.8,-7.941,54500,-0.005,0.205
4.261,16.8,-7.941,44100,-0.005,0.25
4.768,19.7,-15.57,73400,0.02,0.195
4.768,19.7,-15.57,42600,0.02,0.286
4.768,19.7,-15.57,52700,0.02,0.239
4.768,19.7,-15.57,36600,0.02,0.331
4.768,19.7,-15.57,50000,0.02,0.257
4.768,19.7,-15.57,82600,0.02,0.215
4.768,19.7,-15.57,60100,0.02,0.213
4.627,18.4,-3.592,50500,0.002,0.249
4.627,18.4,-3.592,40000,0.002,0.275
4.627,18.4,-3.592,57200,0.002,0.207
4.627,18.4,-3.592,61100,0.002,0.214
4.627,18.4,-3.592,68000,0.002,0.216
4.627,18.4,-3.592,50800,0.002,0.235
4.627,18.4,-3.592,46000,0.002,0.232
4.664,20.1,-23.049,31200,0.041,0.245
4.664,20.1,-23.049,47000,0.041,0.258
4.429,17.9,-9.186,50000,0.001,0.233
4.429,17.9,-9.186,54100,0.001,0.239
4.429,17.9,-9.186,45300,0.001,0.245
4.429,17.9,-9.186,49900,0.001,0.232
4.338,18.3,-8.088,47600,0.016,0.23
4.338,18.3,-8.088,67400,0.016,0.223
5.052,14.7,5.694,71500,0.002,0.128
5.052,14.7,5.694,,0.002,
5.052,14.7,5.694,,0.002,
5.052,14.7,5.694,,0.002,
5.779,12.3,3.919,68600,-0.02,0.121
5.779,12.3,3.919,49900,-0.02,0.106
5.779,12.3,3.919,62900,-0.02,0.084
5.536,15.3,-3.478,66900,0.01,0.15
5.536,15.3,-3.478,57300,0.01,0.174
5.398,15.3,-0.8,53500,0.001,0.226
5.398,15.3,-0.8,49900,0.001,0.203
5.398,15.3,-0.8,48400,0.001,0.199
5.398,15.3,-0.8,53700,0.001,0.191
4.534,15.5,0.341,51300,-0.007,0.209
4.534,15.5,0.341,42600,-0.007,0.227
4.534,15.5,0.341,49500,-0.007,0.161
4.534,15.5,0.341,55800,-0.007,0.21
4.665,15,-2.015,44900,-0.007,0.181
4.665,15,-2.015,58600,-0.007,0.147
4.665,15,-2.015,61400,-0.007,0.19
4.665,15,-2.015,42700,-0.007,0.188
4.671,16,-3.501,48800,0.017,0.205
4.671,16,-3.501,84400,0.017,0.143
4.671,16,-3.501,52500,0.017,0.278
4.671,16,-3.501,46500,0.017,0.25
4.671,16,-3.501,60800,0.017,0.21
4.671,16,-3.501,53300,0.017,0.174
5.346,15.3,1.566,92400,-0.004,0.137
5.346,15.3,1.566,65600,-0.004,0.168
5.346,15.3,1.566,87100,-0.004,0.124
5.346,15.3,1.566,58200,-0.004,0.13
5.346,15.3,1.566,62700,-0.004,0.129
5.346,15.3,1.566,61200,-0.004,0.155
5.346,15.3,1.566,67700,-0.004,0.095
4.817,16.2,-4.995,54900,0.011,0.219
4.817,16.2,-4.995,40700,0.011,0.202
4.817,16.2,-4.995,40900,0.011,0.222
4.817,16.2,-4.995,42200,0.011,0.259
4.696,15.7,3.582,60400,-0.013,0.161
4.696,15.7,3.582,49200,-0.013,0.218
4.696,15.7,3.582,45100,-0.013,0.191
5.395,14.9,-2.981,53800,0.002,0.136
5.395,14.9,-2.981,69800,0.002,0.156
5.395,14.9,-2.981,54300,0.002,0.165
5.365,13.3,-0.06,53000,-0.027,0.13
5.365,13.3,-0.06,54600,-0.027,0.172
4.77,16.5,3.364,66700,0.002,0.147
4.77,16.5,3.364,46600,0.002,0.169
4.77,16.5,3.364,38100,0.002,0.192
4.77,16.5,3.364,80900,0.002,0.147
4.77,16.5,3.364,,0.002,
4.77,16.5,3.364,52900,0.002,0.196
4.77,16.5,3.364,53300,0.002,0.165
4.77,16.5,3.364,56100,0.002,0.187
4.77,16.5,3.364,43300,0.002,0.202
5.264,15.6,2.588,49400,-0.008,0.21
5.264,15.6,2.588,52200,-0.008,0.181
5.264,15.6,2.588,60700,-0.008,0.143
5.264,15.6,2.588,52700,-0.008,0.198
5.264,15.6,2.588,47100,-0.008,0.174
5.239,12.8,1.058,55200,-0.004,0.163
5.239,12.8,1.058,47300,-0.004,0.191
5.239,12.8,1.058,,-0.004,
5.709,13.5,1.442,56700,0.018,0.227
5.709,13.5,1.442,,0.018,
4.863,16.4,0.327,46100,-0.004,0.169
4.863,16.4,0.327,49100,-0.004,0.195
4.863,16.4,0.327,77800,-0.004,0.15
4.863,16.4,0.327,73300,-0.004,0.124
4.863,16.4,0.327,61600,-0.004,0.192
4.863,16.4,0.327,46400,-0.004,0.235
5.158,13.8,-2.659,57200,0.006,0.166
5.158,13.8,-2.659,58400,0.006,0.144
5.158,13.8,-2.659,69400,0.006,0.203
5.158,13.8,-2.659,46600,0.006,0.152
5.69,13.6,-3.398,,-0.026,
5.69,13.6,-3.398,49600,-0.026,0.181
5.431,18.6,11.176,67200,-0.003,0.131
6.88,15.5,1.819,44700,0.017,0.241
6.88,15.5,1.819,63300,0.017,0.108
6.88,15.5,1.819,93500,0.017,0.131
6.557,15.3,-4.699,45000,0.018,0.201
6.557,15.3,-4.699,61100,0.018,0.156
6.557,15.3,-4.699,,0.018,
5.237,17.3,8.937,,0.001,
5.237,17.3,8.937,71300,0.001,0.077
5.237,17.3,8.937,75700,0.001,0.1
5.226,17.9,6.772,56900,-0.001,0.078
5.226,17.9,6.772,,-0.001,
5.226,17.9,6.772,,-0.001,
5.226,17.9,6.772,67400,-0.001,0.094
5.226,17.9,6.772,81300,-0.001,0.13
5.864,11.5,,,,
5.864,11.5,,,,
5.102,16.7,12.992,69300,-0.021,0.137
5.102,16.7,12.992,53800,-0.021,0.064
5.102,16.7,12.992,,-0.021,
5.102,16.7,12.992,51800,-0.021,0.073
5.025,15.9,10.444,60600,-0.006,0.11
5.025,15.9,10.444,,-0.006,
8.514,11.8,,,,
5.793,14.5,11.656,63000,-0.026,0.096
5.793,14.5,11.656,,-0.026,
5.793,14.5,11.656,,-0.026,
5.335,18,6.263,59500,0.017,0.147
5.335,18,6.263,,0.017,
5.335,18,6.263,55500,0.017,0.133
5.335,18,6.263,72200,0.017,0.115
7.306,12.8,,,,
5.873,16.4,16.404,55500,-0.01,0.092
5.873,16.4,16.404,,-0.01,
4.985,17.9,5.978,68700,0.008,0.118
4.985,17.9,5.978,55100,0.008,0.174
4.985,17.9,5.978,47700,0.008,0.149
6.05,16.8,13.863,81200,-0.005,0.075
6.05,16.8,13.863,,-0.005,
6.05,16.8,13.863,57200,-0.005,0.112
6.05,16.8,13.863,,-0.005,
6.802,11.9,,,,
6.803,14.6,-7.629,41800,0.014,0.267
6.803,14.6,-7.629,54900,0.014,0.126
6.803,14.6,-7.629,,0.014,
5.077,17.1,5.058,51400,-0.01,0.148
7.014,14.1,-10.316,,0.038,
7.014,14.1,-10.316,41200,0.038,0.204
6.585,13.4,,,,
6.585,13.4,,,,
5.145,17.4,8.573,,0.004,
5.145,17.4,8.573,77400,0.004,0.107
5.145,17.4,8.573,56600,0.004,0.114
7.491,13.6,9.237,48900,-0.028,0.112
7.491,13.6,9.237,60300,-0.028,0.131
7.773,13.4,-3.745,,0.01,
7.773,13.4,-3.745,61100,0.01,0.159
7.773,13.4,-3.745,,0.01,
6.291,14.4,5.512,56900,-0.019,0.09
6.291,14.4,5.512,,-0.019,
6.291,14.4,5.512,54800,-0.019,0.152
7.281,13,,,,
7.202,14.1,0.591,83700,-0.015,0.121
7.202,14.1,0.591,63400,-0.015,0.077
7.202,14.1,0.591,,-0.015,
6.382,15.1,9.922,57900,-0.022,0.078
6.382,15.1,9.922,79300,-0.022,0.123
6.382,15.1,9.922,65300,-0.022,0.067
6.382,15.1,9.922,,-0.022,
6.509,12.2,6.61,,-0.027,
6.509,12.2,6.61,51900,-0.027,0.137
6.509,12.2,6.61,,-0.027,
6.509,12.2,6.61,,-0.027,
5.664,15.8,-1.08,,0.006,
5.664,15.8,-1.08,75000,0.006,0.125
5.664,15.8,-1.08,59100,0.006,0.115
5.664,15.8,-1.08,59300,0.006,0.175
5.664,15.8,-1.08,62300,0.006,0.166
5.664,15.8,-1.08,,0.006,
6.951,12.6,9.913,,-0.034,
6.951,12.6,9.913,50000,-0.034,0.121
6.951,12.6,9.913,,-0.034,
6.299,14.7,4.493,60900,-0.012,0.066
6.299,14.7,4.493,62800,-0.012,0.095
6.299,14.7,4.493,60900,-0.012,0.089
