STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
48,285,Lavaca, TX,19263,29.409258,-97.047964
48,287,Lee, TX,16612,30.270012,-96.967301
48,289,Leon, TX,16801,31.29928,-96.046864
48,291,Liberty, TX,75643,30.155392,-94.901747
48,293,Limestone, TX,23384,31.592033,-96.520288
48,295,Lipscomb, TX,3302,36.387589,-100.354171
48,297,Live Oak, TX,11531,28.341838,-98.105736
48,299,Llano, TX,19301,30.684899,-98.511609
48,301,Loving, TX,82,31.745821,-103.602226
48,303,Lubbock, TX,278831,33.556622,-101.887742
48,305,Lynn, TX,5915,33.181411,-101.807743
48,307,McCulloch, TX,8283,31.150738,-99.337039
48,309,McLennan, TX,234906,31.541318,-97.171313
48,311,McMullen, TX,707,28.449157,-98.51005
48,313,Madison, TX,13664,30.955599,-95.897089
48,315,Marion, TX,10546,32.78969,-94.423837
48,317,Martin, TX,4799,32.184223,-101.825151
48,319,Mason, TX,4012,30.75329,-99.216248
48,321,Matagorda, TX,36702,28.915316,-96.002899
48,323,Maverick, TX,54258,28.70947,-100.481002
48,325,Medina, TX,46006,29.305418,-98.968309
48,327,Menard, TX,2242,30.899442,-99.772013
48,329,Midland, TX,136872,32.002748,-102.106662
48,331,Milam, TX,24757,30.747373,-97.01043
48,333,Mills, TX,4936,31.486443,-98.578116
48,335,Mitchell, TX,9403,32.392977,-100.863291
48,337,Montague, TX,19719,33.63828,-97.756255
48,339,Montgomery, TX,455746,30.232068,-95.468727
48,341,Moore, TX,21904,35.904748,-101.956199
48,343,Morris, TX,12934,33.071717,-94.72461
48,345,Motley, TX,1210,34.012828,-100.844887
48,347,Nacogdoches, TX,64524,31.623266,-94.642764
48,349,Navarro, TX,47735,32.079812,-96.488644
48,351,Newton, TX,14445,30.687746,-93.751989
48,353,Nolan, TX,15216,32.449322,-100.411684
48,355,Nueces, TX,340223,27.733674,-97.430035
48,357,Ochiltree, TX,10223,36.381028,-100.810965
48,359,Oldham, TX,2052,35.324274,-102.390158
48,361,Orange, TX,81837,30.124169,-93.870235
48,363,Palo Pinto, TX,28111,32.778005,-98.167593
48,365,Panola, TX,23796,32.167392,-94.331166
48,367,Parker, TX,116927,32.794168,-97.736777
48,369,Parmer, TX,10269,34.538847,-102.815812
48,371,Pecos, TX,15507,30.898458,-102.790862
48,373,Polk, TX,45413,30.743717,-94.940487
48,375,Potter, TX,121073,35.221681,-101.836644
48,377,Presidio, TX,7818,29.807527,-104.260977
48,379,Rains, TX,10914,32.886055,-95.797078
48,381,Randall, TX,120725,35.121463,-101.888863
48,383,Reagan, TX,3367,31.215015,-101.465521
48,385,Real, TX,3309,29.719686,-99.841559
48,387,Red River, TX,12860,33.592399,-95.07117
48,389,Reeves, TX,13783,31.382677,-103.532874
48,391,Refugio, TX,7383,28.29039,-97.244247
48,393,Roberts, TX,929,35.720593,-100.705316
48,395,Robertson, TX,16622,30.970148,-96.547126
48,397,Rockwall, TX,78337,32.915625,-96.435493
48,399,Runnels, TX,10501,31.801037,-99.994273
48,401,Rusk, TX,53330,32.193758,-94.797713
48,403,Sabine, TX,10834,31.338566,-93.850011
48,405,San Augustine, TX,8865,31.443536,-94.150624
48,407,San Jacinto, TX,26384,30.547998,-95.131415
48,409,San Patricio, TX,64804,27.947285,-97.399384
48,411,San Saba, TX,6131,31.190792,-98.763369
48,413,Schleicher, TX,3461,30.875183,-100.581777
48,415,Scurry, TX,16921,32.705897,-100.905311
48,417,Shackelford, TX,3378,32.688185,-99.308669
48,419,Shelby, TX,25448,31.823558,-94.180373
48,421,Sherman, TX,3034,36.336364,-101.996669
48,423,Smith, TX,209714,32.326711,-95.297792
48,425,Somervell, TX,8490,32.23787,-97.752805
48,427,Starr, TX,60968,26.388176,-98.84119
48,429,Stephens, TX,9630,32.754222,-98.904243
48,431,Sterling, TX,1143,31.839559,-100.993423
48,433,Stonewall, TX,1490,33.145963,-100.236102
48,435,Sutton, TX,4128,30.562364,-100.630735
48,437,Swisher, TX,7854,34.531837,-101.771547
48,439,Tarrant, TX,1809034,32.76219,-97.244748
48,441,Taylor, TX,131506,32.423132,-99.768456
48,443,Terrell, TX,984,30.159691,-102.356398
48,445,Terry, TX,12651,33.183905,-102.271641
48,447,Throckmorton, TX,1641,33.139397,-99.13442
48,449,Titus, TX,32334,33.175718,-94.966822
48,451,Tom Green, TX,110224,31.452272,-100.460084
48,453,Travis, TX,1024266,30.31025,-97.749981
48,455,Trinity, TX,14585,31.000011,-95.245491
48,457,Tyler, TX,21766,30.741967,-94.365305
48,459,Upshur, TX,39309,32.697983,-94.925153
48,461,Upton, TX,3355,31.183695,-102.122277
48,463,Uvalde, TX,26405,29.247671,-99.75475
48,465,Val Verde, TX,48879,29.38073,-100.898068
48,467,Van Zandt, TX,52579,32.57797,-95.833094
48,469,Victoria, TX,86793,28.820583,-96.990925
48,471,Walker, TX,67861,30.729192,-95.535016
48,473,Waller, TX,43205,30.021425,-95.968855
48,475,Ward, TX,10658,31.565078,-102.921099
48,477,Washington, TX,33718,30.182708,-96.396264
48,479,Webb, TX,250304,27.520331,-99.47635
48,481,Wharton, TX,41280,29.276822,-96.175663
48,483,Wheeler, TX,5410,35.353697,-100.265178
48,485,Wichita, TX,131500,33.922335,-98.551696
48,487,Wilbarger, TX,13535,34.147319,-99.296459
48,489,Willacy, TX,22134,26.452145,-97.779937
48,491,Williamson, TX,422679,30.554707,-97.71143
48,493,Wilson, TX,42918,29.226084,-98.142066
48,495,Winkler, TX,7110,31.841034,-103.099982
48,497,Wise, TX,59127,33.164603,-97.637257
48,499,Wood, TX,41964,32.772492,-95.396924
48,501,Yoakum, TX,7879,33.025705,-102.829655
48,503,Young, TX,18550,33.166529,-98.625208
48,505,Zapata, TX,14018,26.902457,-99.26586
48,507,Zavala, TX,11677,28.757996,-99.807717
49,1,Beaver, UT,6629,38.299707,-112.776347
49,3,Box Elder, UT,49975,41.591026,-112.09977
49,5,Cache, UT,112656,41.744338,-111.840612
49,7,Carbon, UT,21403,39.601629,-110.777221
49,9,Daggett, UT,1059,40.967854,-109.646088
49,11,Davis, UT,306479,41.01957,-111.958756
49,13,Duchesne, UT,18607,40.289409,-110.165397
49,15,Emery, UT,10976,39.216051,-110.925129
49,17,Garfield, UT,5172,37.76185,-112.088923
49,19,Grand, UT,9225,38.569104,-109.530222
49,21,Iron, UT,46163,37.709161,-113.073838
49,23,Juab, UT,10246,39.750368,-111.894782
49,25,Kane, UT,7125,37.114838,-112.425977
49,27,Millard, UT,12503,39.214604,-112.494882
49,29,Morgan, UT,9469,41.073208,-111.718106
49,31,Piute, UT,1556,38.288475,-112.208162
49,33,Rich, UT,2264,41.76689,-111.278738
49,35,Salt Lake, UT,1029655,40.646321,-111.922762
49,37,San Juan, UT,14746,37.523884,-109.521036
49,39,Sanpete, UT,27822,39.380549,-111.606832
49,41,Sevier, UT,20802,38.77474,-112.042048
49,43,Summit, UT,36324,40.727812,-111.47076
49,45,Tooele, UT,58218,40.56078,-112.379217
49,47,Uintah, UT,32588,40.42648,-109.597164
49,49,Utah, UT,516564,40.272349,-111.73158
49,51,Wasatch, UT,23530,40.505696,-111.412248
49,53,Washington, UT,138115,37.135163,-113.519705
49,55,Wayne, UT,2778,38.361636,-111.467245
49,57,Weber, UT,231236,41.224614,-111.990305
50,1,Addison, VT,36821,44.06247,-73.166759
50,3,Bennington, VT,37125,42.972541,-73.15352
50,5,Caledonia, VT,31227,44.467875,-72.07512
50,7,Chittenden, VT,156545,44.480855,-73.149444
50,9,Essex, VT,6306,44.666929,-71.740577
50,11,Franklin, VT,47746,44.840447,-72.993263
50,13,Grand Isle, VT,6970,44.79441,-73.298303
50,15,Lamoille, VT,24475,44.58756,-72.653257
50,17,Orange, VT,28936,43.996017,-72.394216
50,19,Orleans, VT,27231,44.864953,-72.223292
50,21,Rutland, VT,61642,43.601633,-73.045536
50,23,Washington, VT,59534,44.241925,-72.58392
50,25,Windham, VT,44513,42.95631,-72.61616
50,27,Windsor, VT,56670,43.545556,-72.491252
51,1,Accomack, VA,33164,37.784132,-75.641008
51,3,Albemarle, VA,98970,38.05016,-78.516763
51,5,Alleghany, VA,16250,37.800535,-79.929401
51,7,Amelia, VA,12690,37.341681,-77.977011
51,9,Amherst, VA,32353,37.519237,-79.102718
51,11,Appomattox, VA,14973,37.359958,-78.833953
51,13,Arlington, VA,207627,38.8749,-77.10082
51,15,Augusta, VA,73750,38.12803,-79.032141
51,17,Bath, VA,4731,38.017866,-79.764614
51,19,Bedford, VA,68676,37.314607,-79.497893
51,21,Bland, VA,6824,37.150725,-81.089354
51,23,Botetourt, VA,33148,37.448222,-79.851418
51,25,Brunswick, VA,17434,36.756799,-77.86074
51,27,Buchanan, VA,24098,37.264125,-82.058814
51,29,Buckingham, VA,17146,37.582102,-78.483454
51,31,Campbell, VA,54842,37.25795,-79.165807
51,33,Caroline, VA,28545,38.008601,-77.433166
51,35,Carroll, VA,30042,36.712893,-80.763589
51,36,Charles City, VA,7256,37.381884,-77.102373
51,37,Charlotte, VA,12586,37.017568,-78.630844
51,41,Chesterfield, VA,316236,37.418224,-77.550555
51,43,Clarke, VA,14034,39.129687,-77.988093
51,45,Craig, VA,5190,37.476038,-80.174522
51,47,Culpeper, VA,46689,38.500155,-77.997848
51,49,Cumberland, VA,10052,37.483249,-78.257306
51,51,Dickenson, VA,15903,37.142003,-82.379283
51,53,Dinwiddie, VA,28001,37.135094,-77.560538
51,57,Essex, VA,11151,37.911272,-76.90549
51,59,Fairfax, VA,1081726,38.843734,-77.258936
51,61,Fauquier, VA,65203,38.696041,-77.777194
51,63,Floyd, VA,15279,36.944158,-80.342686
51,65,Fluvanna, VA,25691,37.888175,-78.301879
51,67,Franklin, VA,56159,37.016004,-79.861232
51,69,Frederick, VA,78305,39.168677,-78.193089
51,71,Giles, VA,17286,37.317609,-80.71689
51,73,Gloucester, VA,36858,37.377825,-76.530947
51,75,Goochland, VA,21717,37.703091,-77.85186
51,77,Grayson, VA,15533,36.648239,-81.1193
51,79,Greene, VA,18403,38.254353,-78.422182
51,81,Greensville, VA,12243,36.721194,-77.537371
51,83,Halifax, VA,36241,36.75003,-78.927107
51,85,Hanover, VA,99863,37.687345,-77.420161
51,87,Henrico, VA,306935,37.60276,-77.495683
51,89,Henry, VA,54151,36.690407,-79.903132
51,91,Highland, VA,2321,38.386074,-79.568796
51,93,Isle of Wight, VA,35270,36.921892,-76.655375
51,95,James City, VA,67009,37.294786,-76.757657
51,97,King and Queen, VA,6945,37.699158,-76.89237
51,99,King George, VA,23584,38.291254,-77.162858
51,101,King William, VA,15935,37.702616,-77.05673
51,103,Lancaster, VA,11391,37.70389,-76.437123
51,105,Lee, VA,25587,36.715746,-83.103165
51,107,Loudoun, VA,312311,39.047874,-77.510676
51,109,Louisa, VA,33153,37.979376,-77.965373
51,111,Lunenburg, VA,12914,36.970055,-78.21653
51,113,Madison, VA,13308,38.378917,-78.23516
51,115,Mathews, VA,8978,37.444144,-76.342952
51,117,Mecklenburg, VA,32727,36.691889,-78.320815
51,119,Middlesex, VA,10959,37.601651,-76.504547
51,121,Montgomery, VA,94392,37.189631,-80.412336
51,125,Nelson, VA,15020,37.810028,-78.871691
51,127,New Kent, VA,18429,37.497253,-77.037031
51,131,Northampton, VA,12389,37.389508,-75.917594
51,133,Northumberland, VA,12330,37.890865,-76.414247
51,135,Nottoway, VA,15853,37.144866,-78.075207
51,137,Orange, VA,33481,38.267152,-77.966785
51,139,Page, VA,24042,38.604441,-78.500392
51,141,Patrick, VA,18490,36.655724,-80.282113
51,143,Pittsylvania, VA,63506,36.772086,-79.409643
51,145,Powhatan, VA,28046,37.546342,-77.872664
51,147,Prince Edward, VA,23368,37.259323,-78.423416
51,149,Prince George, VA,35725,37.215406,-77.293227
51,153,Prince William, VA,402002,38.691636,-77.409683
51,155,Pulaski, VA,34872,37.081529,-80.705779
51,157,Rappahannock, VA,7373,38.692393,-78.124495
51,159,Richmond, VA,9254,37.94866,-76.715071
51,161,Roanoke, VA,92376,37.271414,-79.989575
51,163,Rockbridge, VA,22307,37.786365,-79.428059
51,165,Rockingham, VA,76314,38.454851,-78.837195
51,167,Russell, VA,28897,36.935284,-82.090612
51,169,Scott, VA,23177,36.684532,-82.594258
51,171,Shenandoah, VA,41993,38.86825,-78.529664
51,173,Smyth, VA,32208,36.829257,-81.574231
51,175,Southampton, VA,18570,36.71473,-77.070645
51,177,Spotsylvania, VA,122397,38.238928,-77.571234
51,179,Stafford, VA,128961,38.416536,-77.447823
51,181,Surry, VA,7058,37.118648,-76.867196
51,183,Sussex, VA,12087,36.972121,-77.210307
51,185,Tazewell, VA,45078,37.147549,-81.566563
51,187,Warren, VA,37575,38.925068,-78.179261
51,191,Washington, VA,54876,36.703579,-81.972246
51,193,Westmoreland, VA,17454,38.155269,-76.844011
51,195,Wise, VA,41452,36.952922,-82.609349
51,197,Wythe, VA,29235,36.919123,-81.066298
51,199,York, VA,65464,37.172279,-76.49193
51,510,Alexandria, VA,139966,38.820052,-77.09256
51,515,Bedford, VA,6222,37.337281,-79.520701
51,520,Bristol, VA,17835,36.610479,-82.169512
51,530,Buena Vista, VA,6650,37.734133,-79.352493
51,540,Charlottesville, VA,43475,38.033545,-78.490591
51,550,Chesapeake, VA,222209,36.757515,-76.282263
51,570,Colonial Heights, VA,17411,37.264094,-77.401027
51,580,Covington, VA,5961,37.781277,-79.98934
51,590,Danville, VA,43055,36.591119,-79.409867
51,595,Emporia, VA,5927,36.691841,-77.541306
51,600,Fairfax, VA,22565,38.852046,-77.302597
51,610,Falls Church, VA,12332,38.883689,-77.173924
51,620,Franklin, VA,8582,36.678687,-76.936518
51,630,Fredericksburg, VA,24286,38.298644,-77.4809
51,640,Galax, VA,7042,36.665998,-80.918362
51,650,Hampton, VA,137436,37.042681,-76.366965
51,660,Harrisonburg, VA,48914,38.440627,-78.868871
51,670,Hopewell, VA,22591,37.289087,-77.304582
51,678,Lexington, VA,7042,37.784093,-79.442982
51,680,Lynchburg, VA,75568,37.394382,-79.188942
51,683,Manassas, VA,37821,38.753009,-77.474795
51,685,Manassas Park, VA,14273,38.772139,-77.448892
51,690,Martinsville, VA,13821,36.683587,-79.86482
51,700,Newport News, VA,180719,37.089637,-76.495942
51,710,Norfolk, VA,242803,36.891356,-76.262277
51,720,Norton, VA,3958,36.938169,-82.624348
51,730,Petersburg, VA,32420,37.210514,-77.396848
51,735,Poquoson, VA,12150,37.131625,-76.381322
51,740,Portsmouth, VA,95535,36.833227,-76.35389
51,750,Radford, VA,16408,37.128676,-80.558831
51,760,Richmond, VA,204214,37.53579,-77.466976
51,770,Roanoke, VA,97032,37.278728,-79.960131
51,775,Salem, VA,24802,37.286115,-80.05573
51,790,Staunton, VA,23746,38.157796,-79.077956
51,800,Suffolk, VA,84585,36.776711,-76.556872
51,810,Virginia Beach, VA,437994,36.821554,-76.099445
51,820,Waynesboro, VA,21006,38.072013,-78.896755
51,830,Williamsburg, VA,14068,37.275866,-76.713075
51,840,Winchester, VA,26203,39.175174,-78.170343
53,1,Adams, WA,18728,46.865676,-119.02242
53,3,Asotin, WA,21623,46.388456,-117.067274
53,5,Benton, WA,175177,46.229004,-119.276099
53,7,Chelan, WA,72453,47.530217,-120.344707
53,9,Clallam, WA,71404,48.094258,-123.451968
53,11,Clark, WA,425363,45.679487,-122.561881
53,13,Columbia, WA,4078,46.325941,-117.975741
53,15,Cowlitz, WA,102410,46.137731,-122.899958
53,17,Douglas, WA,38431,47.511897,-120.172826
53,19,Ferry, WA,7551,48.622195,-118.531788
53,21,Franklin, WA,78163,46.304218,-119.11931
53,23,Garfield, WA,2266,46.476155,-117.576254
53,25,Grant, WA,89120,47.141696,-119.469973
53,27,Grays Harbor, WA,72797,46.991374,-123.76763
53,29,Island, WA,78506,48.206288,-122.576588
53,31,Jefferson, WA,29872,48.008216,-122.825295
53,33,King, WA,1931249,47.54832,-122.229983
53,35,Kitsap, WA,251133,47.613056,-122.632791
53,37,Kittitas, WA,40915,47.047742,-120.623911
53,39,Klickitat, WA,20318,45.797495,-121.132931
53,41,Lewis, WA,75455,46.617975,-122.832505
53,43,Lincoln, WA,10570,47.633857,-118.325118
53,45,Mason, WA,60699,47.287955,-123.036931
53,47,Okanogan, WA,41120,48.446246,-119.578336
53,49,Pacific, WA,20920,46.528108,-123.896075
53,51,Pend Oreille, WA,13001,48.286333,-117.222011
53,53,Pierce, WA,795225,47.179454,-122.410936
53,55,San Juan, WA,15769,48.576187,-122.980165
53,57,Skagit, WA,116901,48.466681,-122.335882
53,59,Skamania, WA,11066,45.691397,-121.925675
53,61,Snohomish, WA,713335,47.929139,-122.189388
53,63,Spokane, WA,471221,47.681186,-117.37087
53,65,Stevens, WA,43531,48.279486,-117.810545
53,67,Thurston, WA,252264,46.999073,-122.840989
53,69,Wahkiakum, WA,3978,46.236785,-123.428851
53,71,Walla Walla, WA,58781,46.077821,-118.390182
53,73,Whatcom, WA,201140,48.820552,-122.485318
53,75,Whitman, WA,44776,46.797297,-117.221303
53,77,Yakima, WA,243231,46.515822,-120.41619
54,1,Barbour, WV,16589,39.109653,-80.004972
54,3,Berkeley, WV,104169,39.457075,-77.982455
54,5,Boone, WV,24629,38.054143,-81.752712
54,7,Braxton, WV,14523,38.691193,-80.728585
54,9,Brooke, WV,24069,40.308456,-80.58577
54,11,Cabell, WV,96319,38.413495,-82.338233
54,13,Calhoun, WV,7627,38.85054,-81.104298
54,15,Clay, WV,9386,38.468912,-81.103578
54,17,Doddridge, WV,8202,39.287426,-80.72175
54,19,Fayette, WV,46039,38.033101,-81.13355
54,21,Gilmer, WV,8693,38.924402,-80.827613
54,23,Grant, WV,11937,39.061384,-79.162438
54,25,Greenbrier, WV,35480,37.855598,-80.493567
54,27,Hampshire, WV,23964,39.327538,-78.611263
54,29,Hancock, WV,30676,40.479465,-80.569498
54,31,Hardy, WV,14025,39.037706,-78.881937
54,33,Harrison, WV,69099,39.287945,-80.343216
54,35,Jackson, WV,29211,38.840404,-81.712041
54,37,Jefferson, WV,53498,39.315195,-77.847656
54,39,Kanawha, WV,193063,38.361943,-81.652953
54,41,Lewis, WV,16372,39.03246,-80.471273
54,43,Lincoln, WV,21720,38.199035,-82.066952
54,45,Logan, WV,36743,37.856637,-81.971518
54,47,McDowell, WV,22113,37.389931,-81.658541
54,49,Marion, WV,56418,39.486129,-80.181612
54,51,Marshall, WV,33107,39.926441,-80.7045
54,53,Mason, WV,27324,38.826465,-82.059748
54,55,Mercer, WV,62264,37.352463,-81.140806
54,57,Mineral, WV,28212,39.465107,-78.909946
54,59,Mingo, WV,26839,37.705418,-82.157458
54,61,Monongalia, WV,96189,39.636196,-79.959809
54,63,Monroe, WV,13502,37.528463,-80.636561
54,65,Morgan, WV,17541,39.581071,-78.223556
54,67,Nicholas, WV,26233,38.275855,-80.775451
54,69,Ohio, WV,44443,40.078993,-80.672339
54,71,Pendleton, WV,7695,38.672518,-79.337502
54,73,Pleasants, WV,7605,39.383419,-81.19208
54,75,Pocahontas, WV,8719,38.286867,-80.024122
54,77,Preston, WV,33520,39.495471,-79.676099
54,79,Putnam, WV,55486,38.475729,-81.926568
54,81,Raleigh, WV,78859,37.770284,-81.202994
54,83,Randolph, WV,29405,38.869406,-79.872569
54,85,Ritchie, WV,10449,39.213934,-81.044436
54,87,Roane, WV,14926,38.729491,-81.346321
54,89,Summers, WV,13927,37.666908,-80.847554
54,91,Taylor, WV,16895,39.337291,-80.064419
54,93,Tucker, WV,7141,39.11173,-79.607202
54,95,Tyler, WV,9208,39.508846,-80.925137
54,97,Upshur, WV,24254,38.953837,-80.228779
54,99,Wayne, WV,42481,38.261889,-82.491282
54,101,Webster, WV,9154,38.469808,-80.479615
54,103,Wetzel, WV,16583,39.62681,-80.758633
54,105,Wirt, WV,5717,39.052702,-81.392132
54,107,Wood, WV,86956,39.266169,-81.530388
54,109,Wyoming, WV,23796,37.628554,-81.564644
55,1,Adams, WI,20875,43.944401,-89.782239
55,3,Ashland, WI,16157,46.470378,-90.783551
55,5,Barron, WI,45870,45.436158,-91.815595
55,7,Bayfield, WI,15014,46.588678,-91.102103
55,9,Brown, WI,248007,44.497198,-88.031843
55,11,Buffalo, WI,13587,44.379071,-91.743927
55,13,Burnett, WI,15457,45.833418,-92.413067
55,15,Calumet, WI,48971,44.149211,-88.258764
55,17,Chippewa, WI,62415,44.986588,-91.32738
55,19,Clark, WI,34690,44.784643,-90.547599
55,21,Columbia, WI,56833,43.46149,-89.367399
55,23,Crawford, WI,16644,43.159807,-91.011263
55,25,Dane, WI,488073,43.074343,-89.393883
55,27,Dodge, WI,88759,43.434231,-88.712346
55,29,Door, WI,27785,44.904102,-87.345365
55,31,Douglas, WI,44159,46.633029,-92.017477
55,33,Dunn, WI,43857,44.914467,-91.895108
55,35,Eau Claire, WI,98736,44.790413,-91.454948
55,37,Florence, WI,4423,45.852429,-88.237785
55,39,Fond du Lac, WI,101633,43.76493,-88.486885
55,41,Forest, WI,9304,45.561305,-88.806904
55,43,Grant, WI,51208,42.82529,-90.616057
55,45,Green, WI,36842,42.670633,-89.576089
55,47,Green Lake, WI,19051,43.844076,-89.013089
55,49,Iowa, WI,23687,42.982704,-90.126735
55,51,Iron, WI,5916,46.353147,-90.196635
55,53,Jackson, WI,20449,44.320474,-90.901558
55,55,Jefferson, WI,83686,43.040167,-88.784757
55,57,Juneau, WI,26664,43.842134,-90.100354
55,59,Kenosha, WI,166426,42.572633,-87.922956
55,61,Kewaunee, WI,20574,44.527541,-87.58979
55,63,La Crosse, WI,114638,43.858367,-91.208437
55,65,Lafayette, WI,16836,42.661836,-90.139042
55,67,Langlade, WI,19977,45.18444,-89.105771
55,69,Lincoln, WI,28743,45.285493,-89.686664
55,71,Manitowoc, WI,81442,44.104426,-87.723854
55,73,Marathon, WI,134063,44.908503,-89.710946
55,75,Marinette, WI,41749,45.221014,-87.846106
55,77,Marquette, WI,15404,43.813741,-89.41107
55,78,Menominee, WI,4232,44.913795,-88.641293
55,79,Milwaukee, WI,947735,43.032865,-87.959548
55,81,Monroe, WI,44673,43.942291,-90.640636
55,83,Oconto, WI,37660,44.8979,-88.147837
55,85,Oneida, WI,35998,45.708051,-89.490882
55,87,Outagamie, WI,176695,44.309508,-88.400738
55,89,Ozaukee, WI,86395,43.32038,-87.949891
55,91,Pepin, WI,7469,44.590724,-91.989241
55,93,Pierce, WI,41019,44.771766,-92.544547
55,95,Polk, WI,44205,45.406302,-92.478528
55,97,Portage, WI,70019,44.498175,-89.526902
55,99,Price, WI,14159,45.724747,-90.398474
55,101,Racine, WI,195408,42.734943,-87.926109
55,103,Richland, WI,18021,43.350327,-90.39055
55,105,Rock, WI,160331,42.651893,-89.03741
55,107,Rusk, WI,14755,45.448067,-91.127194
55,109,St. Croix, WI,84345,45.018036,-92.579597
55,111,Sauk, WI,61976,43.446515,-89.869597
55,113,Sawyer, WI,16557,45.936442,-91.346565
55,115,Shawano, WI,41949,44.787648,-88.68623
55,117,Sheboygan, WI,115507,43.733217,-87.820251
55,119,Taylor, WI,20689,45.173257,-90.412651
55,121,Trempealeau, WI,28816,44.292059,-91.360514
55,123,Vernon, WI,29773,43.605782,-90.836755
55,125,Vilas, WI,21430,45.984593,-89.499417
55,127,Walworth, WI,102228,42.664074,-88.540668
55,129,Washburn, WI,15911,45.847241,-91.834412
55,131,Washington, WI,131887,43.347344,-88.215167
55,133,Waukesha, WI,389891,43.034419,-88.236902
55,135,Waupaca, WI,52410,44.432371,-88.937106
55,137,Waushara, WI,24496,44.10115,-89.22596
55,139,Winnebago, WI,166994,44.100643,-88.540068
55,141,Wood, WI,74749,44.478782,-89.963901
56,1,Albany, WY,36299,41.314993,-105.598281
56,3,Big Horn, WY,11668,44.629497,-108.244578
56,5,Campbell, WY,46133,44.254397,-105.494894
56,7,Carbon, WY,15885,41.670117,-107.083924
56,9,Converse, WY,13833,42.79411,-105.527589
56,11,Crook, WY,7083,44.432535,-104.625297
56,13,Fremont, WY,40123,43.013591,-108.608913
56,15,Goshen, WY,13249,42.046971,-104.220514
56,17,Hot Springs, WY,4812,43.661835,-108.230408
56,19,Johnson, WY,8569,44.290845,-106.693517
56,21,Laramie, WY,91738,41.153225,-104.773209
56,23,Lincoln, WY,18106,42.580437,-110.841375
56,25,Natrona, WY,75450,42.844218,-106.336877
56,27,Niobrara, WY,2484,42.809987,-104.465879
56,29,Park, WY,28205,44.615174,-108.97346
56,31,Platte, WY,8667,42.10231,-104.928453
56,33,Sheridan, WY,29116,44.781091,-106.974338
56,35,Sublette, WY,10247,42.780901,-109.961153
56,37,Sweetwater, WY,43806,41.580266,-109.295115
56,39,Teton, WY,21294,43.494174,-110.784353
56,41,Uinta, WY,21118,41.27186,-110.767519
56,43,Washakie, WY,8533,44.012142,-107.911552
56,45,Weston, WY,7208,43.910214,-104.312414
72,1,Adjuntas, PR,19483,18.174108,-66.74199
72,3,Aguada, PR,41959,18.362562,-67.176661
72,5,Aguadilla, PR,60949,18.459398,-67.12828
72,7,Aguas Buenas, PR,28659,18.249373,-66.121454
72,9,Aibonito, PR,25900,18.13694,-66.268194
72,11,A–asco, PR,29261,18.290647,-67.140971
72,13,Arecibo, PR,96440,18.43921,-66.691714
72,15,Arroyo, PR,19575,17.985863,-66.05435
72,17,Barceloneta, PR,24816,18.443848,-66.558395
72,19,Barranquitas, PR,30318,18.202273,-66.311191
72,21,Bayam—n, PR,208116,18.372898,-66.167974
72,23,Cabo Rojo, PR,50917,18.069879,-67.1571
72,25,Caguas, PR,142893,18.226381,-66.045656
72,27,Camuy, PR,35159,18.444129,-66.862184
72,29,Can—vanas, PR,47648,18.358909,-65.894869
72,31,Carolina, PR,176762,18.393375,-65.97144
72,33,Cata–o, PR,28140,18.436525,-66.141011
72,35,Cayey, PR,48119,18.118332,-66.151553
72,37,Ceiba, PR,13631,18.262413,-65.656978
72,39,Ciales, PR,18782,18.314399,-66.494215
72,41,Cidra, PR,43480,18.172001,-66.15189
72,43,Coamo, PR,40512,18.079352,-66.361039
72,45,Comer’o, PR,20778,18.225751,-66.223559
72,47,Corozal, PR,37142,18.317295,-66.322888
72,49,Culebra, PR,1818,18.310463,-65.301586
72,51,Dorado, PR,38165,18.439872,-66.282724
72,53,Fajardo, PR,36993,18.327485,-65.656334
72,54,Florida, PR,12680,18.368262,-66.562452
72,55,Gu‡nica, PR,19427,17.984623,-66.91068
72,57,Guayama, PR,45362,17.981258,-66.120889
72,59,Guayanilla, PR,21581,18.032481,-66.792529
72,61,Guaynabo, PR,97924,18.367069,-66.113696
72,63,Gurabo, PR,45369,18.253943,-65.979058
72,65,Hatillo, PR,41953,18.440744,-66.797784
72,67,Hormigueros, PR,17250,18.141102,-67.121029
72,69,Humacao, PR,58466,18.144804,-65.817109
72,71,Isabela, PR,45631,18.474034,-67.018047
72,73,Jayuya, PR,16642,18.216874,-66.592068
72,75,Juana D’az, PR,50747,18.041996,-66.505893
72,77,Juncos, PR,40290,18.223233,-65.913335
72,79,Lajas, PR,25753,18.031994,-67.046649
72,81,Lares, PR,30753,18.292344,-66.870586
72,83,Las Mar’as, PR,9881,18.241149,-66.993607
72,85,Las Piedras, PR,38675,18.17997,-65.873506
72,87,Lo’za, PR,30060,18.419358,-65.869075
72,89,Luquillo, PR,20068,18.361056,-65.723716
72,91,Manat’, PR,44113,18.427182,-66.482836
72,93,Maricao, PR,6276,18.175282,-66.953144
72,95,Maunabo, PR,12225,18.010192,-65.905431
72,97,MayagŸez, PR,89080,18.201082,-67.132903
72,99,Moca, PR,40109,18.381092,-67.083973
72,101,Morovis, PR,32610,18.328413,-66.412258
72,103,Naguabo, PR,26720,18.218419,-65.74813
