STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
21,141,Logan, KY,26835,36.85949,-86.865922
21,143,Lyon, KY,8314,37.060704,-88.079778
21,145,McCracken, KY,65565,37.048079,-88.648273
21,147,McCreary, KY,18306,36.715761,-84.446083
21,149,McLean, KY,9531,37.513232,-87.219315
21,151,Madison, KY,82916,37.70616,-84.287451
21,153,Magoffin, KY,13333,37.729816,-83.056234
21,155,Marion, KY,19820,37.569587,-85.287195
21,157,Marshall, KY,31448,36.898302,-88.339329
21,159,Martin, KY,12929,37.830545,-82.51692
21,161,Mason, KY,17490,38.616398,-83.788535
21,163,Meade, KY,28602,37.934298,-86.132811
21,165,Menifee, KY,6306,37.939449,-83.598399
21,167,Mercer, KY,21331,37.785009,-84.849691
21,169,Metcalfe, KY,10099,36.990816,-85.641586
21,171,Monroe, KY,10963,36.708328,-85.729921
21,173,Montgomery, KY,26499,38.035773,-83.917436
21,175,Morgan, KY,13923,37.91274,-83.266566
21,177,Muhlenberg, KY,31499,37.23809,-87.14704
21,179,Nelson, KY,43437,37.818018,-85.460371
21,181,Nicholas, KY,7135,38.327655,-84.023779
21,183,Ohio, KY,23842,37.465058,-86.864293
21,185,Oldham, KY,60316,38.372848,-85.459538
21,187,Owen, KY,10841,38.531935,-84.831925
21,189,Owsley, KY,4755,37.452097,-83.684099
21,191,Pendleton, KY,14877,38.715798,-84.359742
21,193,Perry, KY,28712,37.257625,-83.20106
21,195,Pike, KY,65024,37.463505,-82.420659
21,197,Powell, KY,12613,37.852293,-83.88113
21,199,Pulaski, KY,63063,37.092819,-84.614645
21,201,Robertson, KY,2282,38.520826,-84.048848
21,203,Rockcastle, KY,17056,37.381612,-84.348396
21,205,Rowan, KY,23333,38.194616,-83.442318
21,207,Russell, KY,17565,37.029336,-85.05932
21,209,Scott, KY,47173,38.231691,-84.570575
21,211,Shelby, KY,42074,38.213513,-85.230241
21,213,Simpson, KY,17327,36.733285,-86.572109
21,215,Spencer, KY,17061,38.059721,-85.350915
21,217,Taylor, KY,24512,37.350402,-85.343425
21,219,Todd, KY,12460,36.81176,-87.171454
21,221,Trigg, KY,14339,36.847047,-87.836202
21,223,Trimble, KY,8809,38.620698,-85.332526
21,225,Union, KY,15007,37.653315,-87.926958
21,227,Warren, KY,113792,36.970396,-86.434563
21,229,Washington, KY,11717,37.738655,-85.190875
21,231,Wayne, KY,20813,36.837888,-84.844614
21,233,Webster, KY,13621,37.499711,-87.687044
21,235,Whitley, KY,35637,36.809692,-84.140995
21,237,Wolfe, KY,7355,37.740622,-83.510902
21,239,Woodford, KY,24939,38.050068,-84.727271
22,1,Acadia, LA,61773,30.278555,-92.351799
22,3,Allen, LA,25764,30.669387,-92.774458
22,5,Ascension, LA,107215,30.248525,-90.934028
22,7,Assumption, LA,23421,29.922957,-91.06645
22,9,Avoyelles, LA,42073,31.053586,-92.062566
22,11,Beauregard, LA,35654,30.733885,-93.287136
22,13,Bienville, LA,14353,32.388898,-93.080261
22,15,Bossier, LA,116979,32.555697,-93.656675
22,17,Caddo, LA,254969,32.472074,-93.800831
22,19,Calcasieu, LA,192768,30.227531,-93.261485
22,21,Caldwell, LA,10132,32.078215,-92.103757
22,23,Cameron, LA,6839,29.956693,-93.212142
22,25,Catahoula, LA,10407,31.696936,-91.824471
22,27,Claiborne, LA,17195,32.833682,-93.03306
22,29,Concordia, LA,20822,31.592783,-91.545991
22,31,De Soto, LA,26656,32.10498,-93.776734
22,33,East Baton Rouge, LA,440171,30.462492,-91.100943
22,35,East Carroll, LA,7759,32.770972,-91.19516
22,37,East Feliciana, LA,20267,30.826843,-91.089224
22,39,Evangeline, LA,33984,30.685722,-92.362231
22,41,Franklin, LA,20767,32.143813,-91.696268
22,43,Grant, LA,22309,31.534149,-92.542816
22,45,Iberia, LA,73240,29.994199,-91.810231
22,47,Iberville, LA,33387,30.272099,-91.234302
22,49,Jackson, LA,16274,32.280659,-92.646015
22,51,Jefferson, LA,432552,29.945261,-90.153175
22,53,Jefferson Davis, LA,31594,30.240194,-92.738028
22,55,Lafayette, LA,221578,30.205215,-92.043759
22,57,Lafourche, LA,96318,29.679993,-90.615099
22,59,La Salle, LA,14890,31.730558,-92.172553
22,61,Lincoln, LA,46735,32.549258,-92.64793
22,63,Livingston, LA,128026,30.483388,-90.840765
22,65,Madison, LA,12093,32.397648,-91.196834
22,67,Morehouse, LA,27979,32.786393,-91.886161
22,69,Natchitoches, LA,39566,31.759482,-93.097361
22,71,Orleans, LA,343829,29.972699,-90.05284
22,73,Ouachita, LA,153720,32.514346,-92.129634
22,75,Plaquemines, LA,23042,29.72176,-89.90076
22,77,Pointe Coupee, LA,22802,30.67107,-91.50006
22,79,Rapides, LA,131613,31.28458,-92.457473
22,81,Red River, LA,9091,32.054629,-93.307602
22,83,Richland, LA,20725,32.441085,-91.714756
22,85,Sabine, LA,24233,31.581882,-93.566643
22,87,St. Bernard, LA,35897,29.928239,-89.934425
22,89,St. Charles, LA,52780,29.939397,-90.376773
22,91,St. Helena, LA,11203,30.788338,-90.693879
22,93,St. James, LA,22102,30.020769,-90.737207
22,95,St. John the Baptist, LA,45924,30.071497,-90.513417
22,97,St. Landry, LA,83384,30.514029,-92.111314
22,99,St. Martin, LA,52160,30.229052,-91.835169
22,101,St. Mary, LA,54650,29.740593,-91.344782
22,103,St. Tammany, LA,233740,30.383308,-89.948329
22,105,Tangipahoa, LA,121097,30.571611,-90.455513
22,107,Tensas, LA,5252,31.964792,-91.297084
22,109,Terrebonne, LA,111860,29.592812,-90.722239
22,111,Union, LA,22721,32.794504,-92.404307
22,113,Vermilion, LA,57999,29.993689,-92.165923
22,115,Vernon, LA,52334,31.094949,-93.245823
22,117,Washington, LA,47168,30.835918,-89.996174
22,119,Webster, LA,41207,32.7001,-93.340925
22,121,West Baton Rouge, LA,23788,30.443957,-91.264463
22,123,West Carroll, LA,11604,32.816551,-91.431802
22,125,West Feliciana, LA,15625,30.893607,-91.404737
22,127,Winn, LA,15313,31.929892,-92.676588
23,1,Androscoggin, ME,107702,44.119069,-70.201312
23,3,Aroostook, ME,71870,46.705048,-68.086628
23,5,Cumberland, ME,281674,43.748088,-70.305589
23,7,Franklin, ME,30768,44.70749,-70.225634
23,9,Hancock, ME,54418,44.471475,-68.467743
23,11,Kennebec, ME,122151,44.396102,-69.749178
23,13,Knox, ME,39736,44.129786,-69.162849
23,15,Lincoln, ME,34457,44.032332,-69.555057
23,17,Oxford, ME,57833,44.28237,-70.61336
23,19,Penobscot, ME,153923,44.953036,-68.79423
23,21,Piscataquis, ME,17535,45.242097,-69.263375
23,23,Sagadahoc, ME,35293,43.956202,-69.869704
23,25,Somerset, ME,52228,44.821921,-69.685757
23,27,Waldo, ME,38786,44.491137,-69.086553
23,29,Washington, ME,32856,44.863591,-67.464919
23,31,York, ME,197131,43.424108,-70.640561
24,1,Allegany, MD,75087,39.629197,-78.822261
24,3,Anne Arundel, MD,537656,39.067301,-76.598917
24,5,Baltimore, MD,805029,39.369252,-76.620366
24,9,Calvert, MD,88737,38.548518,-76.542042
24,11,Caroline, MD,33066,38.874331,-75.831491
24,13,Carroll, MD,167134,39.527218,-76.9931
24,15,Cecil, MD,101108,39.613824,-75.936585
24,17,Charles, MD,146551,38.578559,-76.953006
24,19,Dorchester, MD,32618,38.570623,-76.009758
24,21,Frederick, MD,233385,39.432254,-77.400231
24,23,Garrett, MD,30097,39.512187,-79.303138
24,25,Harford, MD,244826,39.521376,-76.310879
24,27,Howard, MD,287085,39.219271,-76.856729
24,29,Kent, MD,20197,39.24506,-76.058525
24,31,Montgomery, MD,971777,39.086185,-77.122862
24,33,Prince George's, MD,863420,38.908576,-76.889947
24,35,Queen Anne's, MD,47798,39.022436,-76.148099
24,37,St. Mary's, MD,105151,38.307326,-76.578864
24,39,Somerset, MD,26470,38.132883,-75.743445
24,41,Talbot, MD,37782,38.769665,-76.098126
24,43,Washington, MD,147430,39.617574,-77.731386
24,45,Wicomico, MD,98733,38.371571,-75.595082
24,47,Worcester, MD,51454,38.301936,-75.238169
24,510,Baltimore, MD,620961,39.314892,-76.619614
25,1,Barnstable, MA,215888,41.690216,-70.333968
25,3,Berkshire, MA,131219,42.460781,-73.216577
25,5,Bristol, MA,548285,41.793219,-71.108301
25,7,Dukes, MA,16535,41.421286,-70.602745
25,9,Essex, MA,743159,42.62479,-70.987816
25,11,Franklin, MA,71372,42.578289,-72.558703
25,13,Hampden, MA,463490,42.125927,-72.575325
25,15,Hampshire, MA,158080,42.312537,-72.573322
25,17,Middlesex, MA,1503085,42.448546,-71.255223
25,19,Nantucket, MA,10172,41.267912,-70.09112
25,21,Norfolk, MA,670850,42.202695,-71.14756
25,23,Plymouth, MA,494919,42.023962,-70.853689
25,25,Suffolk, MA,722023,42.334806,-71.078632
25,27,Worcester, MA,798552,42.303704,-71.805321
26,1,Alcona, MI,10942,44.665115,-83.467594
26,3,Alger, MI,9601,46.388671,-86.70041
26,5,Allegan, MI,111408,42.603137,-85.874288
26,7,Alpena, MI,29598,45.050953,-83.504463
26,9,Antrim, MI,23580,44.978647,-85.198692
26,11,Arenac, MI,15899,44.044496,-83.88273
26,13,Baraga, MI,8860,46.765021,-88.45426
26,15,Barry, MI,59173,42.614153,-85.341744
26,17,Bay, MI,107771,43.630574,-83.928385
26,19,Benzie, MI,17525,44.650382,-86.016123
26,21,Berrien, MI,156813,41.987514,-86.407539
26,23,Branch, MI,45248,41.929764,-85.031761
26,25,Calhoun, MI,136146,42.289509,-85.101835
26,27,Cass, MI,52293,41.891974,-86.040589
26,29,Charlevoix, MI,25949,45.247029,-85.115158
26,31,Cheboygan, MI,26152,45.512741,-84.518691
26,33,Chippewa, MI,38520,46.367641,-84.395364
26,35,Clare, MI,30926,43.945731,-84.826409
26,37,Clinton, MI,75382,42.891278,-84.55503
26,39,Crawford, MI,14074,44.655061,-84.666533
26,41,Delta, MI,37069,45.802381,-87.066378
26,43,Dickinson, MI,26168,45.833651,-88.01381
26,45,Eaton, MI,107759,42.64387,-84.740485
26,47,Emmet, MI,32694,45.433951,-84.908934
26,49,Genesee, MI,425790,43.006414,-83.694732
26,51,Gladwin, MI,25692,43.967071,-84.437377
26,53,Gogebic, MI,16427,46.435975,-89.978538
26,55,Grand Traverse, MI,86986,44.710656,-85.607171
26,57,Gratiot, MI,42476,43.343314,-84.629372
26,59,Hillsdale, MI,46688,41.917025,-84.603983
26,61,Houghton, MI,36628,47.12765,-88.54161
26,63,Huron, MI,33118,43.833604,-83.061783
26,65,Ingham, MI,280895,42.68888,-84.487816
26,67,Ionia, MI,63905,42.956879,-85.085925
26,69,Iosco, MI,25887,44.356582,-83.53696
26,71,Iron, MI,11817,46.098021,-88.534279
26,73,Isabella, MI,70311,43.607247,-84.799832
26,75,Jackson, MI,160248,42.241313,-84.406366
26,77,Kalamazoo, MI,250331,42.26348,-85.584896
26,79,Kalkaska, MI,17153,44.720698,-85.166074
26,81,Kent, MI,602622,42.963793,-85.626605
26,83,Keweenaw, MI,2156,47.333639,-88.30247
26,85,Lake, MI,11539,43.95981,-85.798358
26,87,Lapeer, MI,88319,43.059695,-83.250561
26,89,Leelanau, MI,21708,44.909768,-85.732585
26,91,Lenawee, MI,99892,41.925187,-84.052388
26,93,Livingston, MI,180967,42.573054,-83.857596
26,95,Luce, MI,6631,46.334456,-85.550951
26,97,Mackinac, MI,11113,45.997905,-84.879992
26,99,Macomb, MI,840978,42.58689,-82.957388
26,101,Manistee, MI,24733,44.303916,-86.188019
26,103,Marquette, MI,67077,46.486961,-87.494598
26,105,Mason, MI,28705,43.974937,-86.347842
26,107,Mecosta, MI,42798,43.653562,-85.388822
26,109,Menominee, MI,24029,45.341048,-87.582124
26,111,Midland, MI,83629,43.642775,-84.298064
26,113,Missaukee, MI,14849,44.305822,-85.179438
26,115,Monroe, MI,152021,41.900249,-83.485782
26,117,Montcalm, MI,63342,43.288474,-85.180571
26,119,Montmorency, MI,9765,44.999428,-84.123031
26,121,Muskegon, MI,172188,43.244173,-86.215441
26,123,Newaygo, MI,48460,43.46692,-85.809843
26,125,Oakland, MI,1202362,42.587535,-83.310386
26,127,Oceana, MI,26570,43.632703,-86.304176
26,129,Ogemaw, MI,21699,44.287569,-84.123289
26,131,Ontonagon, MI,6780,46.720246,-89.2851
26,133,Osceola, MI,23528,43.965561,-85.351195
26,135,Oscoda, MI,8640,44.696783,-84.147141
26,137,Otsego, MI,24164,45.006777,-84.666879
26,139,Ottawa, MI,263801,42.909362,-86.021326
26,141,Presque Isle, MI,13376,45.356834,-83.873629
26,143,Roscommon, MI,24449,44.364864,-84.649836
26,145,Saginaw, MI,200169,43.3982,-83.993736
26,147,St. Clair, MI,163040,42.911355,-82.564383
26,149,St. Joseph, MI,61295,41.888048,-85.52719
26,151,Sanilac, MI,43114,43.364275,-82.779371
26,153,Schoolcraft, MI,8485,46.004789,-86.227647
26,155,Shiawassee, MI,70648,42.942805,-84.147237
26,157,Tuscola, MI,55729,43.429727,-83.435718
26,159,Van Buren, MI,76258,42.260692,-86.00994
26,161,Washtenaw, MI,344791,42.256943,-83.727147
26,163,Wayne, MI,1820584,42.33261,-83.217933
26,165,Wexford, MI,32735,44.307684,-85.485562
27,1,Aitkin, MN,16202,46.570765,-93.524368
27,3,Anoka, MN,330844,45.195145,-93.270245
27,5,Becker, MN,32504,46.849159,-95.776251
27,7,Beltrami, MN,44442,47.591009,-94.863032
27,9,Benton, MN,38451,45.633538,-94.102484
27,11,Big Stone, MN,5269,45.400021,-96.443222
27,13,Blue Earth, MN,64013,44.129816,-93.998839
27,15,Brown, MN,25893,44.284244,-94.599226
27,17,Carlton, MN,35386,46.642726,-92.536239
27,19,Carver, MN,91042,44.83804,-93.679956
27,21,Cass, MN,28567,46.814565,-94.415763
27,23,Chippewa, MN,12441,44.960561,-95.620749
27,25,Chisago, MN,53887,45.453007,-92.924051
27,27,Clay, MN,58999,46.857998,-96.672421
27,29,Clearwater, MN,8695,47.561894,-95.388249
27,31,Cook, MN,5176,47.783499,-90.337909
27,33,Cottonwood, MN,11687,43.94151,-95.119501
27,35,Crow Wing, MN,62500,46.430372,-94.158899
27,37,Dakota, MN,398552,44.765954,-93.151767
27,39,Dodge, MN,20087,44.02998,-92.808798
27,41,Douglas, MN,36009,45.909027,-95.39199
27,43,Faribault, MN,14553,43.680245,-93.957933
27,45,Fillmore, MN,20866,43.692687,-92.082719
27,47,Freeborn, MN,31255,43.662563,-93.361794
27,49,Goodhue, MN,46183,44.449072,-92.667524
27,51,Grant, MN,6018,45.943212,-95.936611
27,53,Hennepin, MN,1152425,44.974633,-93.36119
27,55,Houston, MN,19027,43.718927,-91.440063
27,57,Hubbard, MN,20428,47.057887,-94.934153
27,59,Isanti, MN,37816,45.544297,-93.261468
27,61,Itasca, MN,45058,47.315978,-93.520532
27,63,Jackson, MN,10266,43.665988,-95.112558
27,65,Kanabec, MN,16239,45.886315,-93.299412
27,67,Kandiyohi, MN,42239,45.15505,-95.016796
27,69,Kittson, MN,4552,48.729536,-96.781108
27,71,Koochiching, MN,13311,48.509405,-93.485728
27,73,Lac qui Parle, MN,7259,44.982243,-96.133339
27,75,Lake, MN,10866,47.180205,-91.55743
27,77,Lake of the Woods, MN,4045,48.765863,-94.745194
27,79,Le Sueur, MN,27703,44.39373,-93.717527
27,81,Lincoln, MN,5896,44.375241,-96.253532
27,83,Lyon, MN,25857,44.428427,-95.795395
27,85,McLeod, MN,36651,44.859713,-94.264668
27,87,Mahnomen, MN,5413,47.296073,-95.840755
27,89,Marshall, MN,9439,48.310109,-96.532098
27,91,Martin, MN,20840,43.665285,-94.511487
27,93,Meeker, MN,23300,45.136368,-94.482983
27,95,Mille Lacs, MN,26097,45.794231,-93.624487
27,97,Morrison, MN,33198,45.983428,-94.327628
27,99,Mower, MN,39163,43.665099,-92.898185
27,101,Murray, MN,8725,43.98645,-95.74103
27,103,Nicollet, MN,32727,44.265357,-94.06079
27,105,Nobles, MN,21378,43.636327,-95.667405
27,107,Norman, MN,6852,47.307989,-96.477907
27,109,Olmsted, MN,144248,44.023967,-92.473176
27,111,Otter Tail, MN,57303,46.405065,-95.793598
27,113,Pennington, MN,13930,48.102255,-96.148403
27,115,Pine, MN,29750,46.03341,-92.892705
27,117,Pipestone, MN,9596,43.981472,-96.270609
27,119,Polk, MN,31600,47.780427,-96.550934
27,121,Pope, MN,10995,45.629871,-95.43713
27,123,Ramsey, MN,508640,44.993146,-93.106321
27,125,Red Lake, MN,4089,47.876104,-96.135646
27,127,Redwood, MN,16059,44.43888,-95.195158
27,129,Renville, MN,15730,44.721974,-94.937875
27,131,Rice, MN,64142,44.370592,-93.260361
27,133,Rock, MN,9687,43.648101,-96.238816
27,135,Roseau, MN,15629,48.821304,-95.648394
27,137,St. Louis, MN,200226,47.085203,-92.311226
27,139,Scott, MN,129928,44.713131,-93.467891
27,141,Sherburne, MN,88499,45.404646,-93.721897
27,143,Sibley, MN,15226,44.582707,-94.168405
27,145,Stearns, MN,150642,45.55783,-94.360801
27,147,Steele, MN,36576,44.064305,-93.214413
27,149,Stevens, MN,9726,45.580687,-95.926026
27,151,Swift, MN,9783,45.274076,-95.64442
27,153,Todd, MN,24895,46.066924,-94.886512
27,155,Traverse, MN,3558,45.751079,-96.54917
27,157,Wabasha, MN,21676,44.297858,-92.221086
27,159,Wadena, MN,13843,46.524393,-95.04137
27,161,Waseca, MN,19136,44.061,-93.549998
27,163,Washington, MN,238136,44.988623,-92.920897
27,165,Watonwan, MN,11211,43.993423,-94.583786
27,167,Wilkin, MN,6576,46.316536,-96.529683
27,169,Winona, MN,51461,44.023706,-91.714435
27,171,Wright, MN,124700,45.197631,-93.828888
27,173,Yellow Medicine, MN,10438,44.737553,-95.825953
28,1,Adams, MS,32297,31.547641,-91.352164
28,3,Alcorn, MS,37057,34.908785,-88.531068
28,5,Amite, MS,13131,31.180019,-90.817613
28,7,Attala, MS,19564,33.066234,-89.586852
28,9,Benton, MS,8729,34.81011,-89.204186
28,11,Bolivar, MS,34145,33.77228,-90.775341
28,13,Calhoun, MS,14962,33.929772,-89.306905
28,15,Carroll, MS,10597,33.458389,-89.918375
28,17,Chickasaw, MS,17392,33.932227,-88.931815
28,19,Choctaw, MS,8547,33.342151,-89.236281
28,21,Claiborne, MS,9604,31.935954,-90.954141
28,23,Clarke, MS,16732,32.062753,-88.730627
28,25,Clay, MS,20634,33.62459,-88.69246
28,27,Coahoma, MS,26151,34.222427,-90.569863
28,29,Copiah, MS,29449,31.889652,-90.3792
28,31,Covington, MS,19568,31.637591,-89.548718
28,33,DeSoto, MS,161252,34.9304,-89.956695
28,35,Forrest, MS,74934,31.309039,-89.287875
28,37,Franklin, MS,8118,31.473218,-90.872761
28,39,George, MS,22578,30.870536,-88.592895
28,41,Greene, MS,14400,31.193014,-88.626139
28,43,Grenada, MS,21906,33.768122,-89.802799
28,45,Hancock, MS,43929,30.379392,-89.405662
28,47,Harrison, MS,187105,30.432955,-89.063834
28,49,Hinds, MS,245285,32.303868,-90.255669
28,51,Holmes, MS,19198,33.090289,-90.0284
28,53,Humphreys, MS,9375,33.161583,-90.519097
28,55,Issaquena, MS,1406,32.867279,-91.006351
28,57,Itawamba, MS,23401,34.292221,-88.40269
28,59,Jackson, MS,139668,30.44437,-88.660684
28,61,Jasper, MS,17062,31.966737,-89.144535
28,63,Jefferson, MS,7726,31.714659,-91.055531
28,65,Jefferson Davis, MS,12487,31.574917,-89.814551
28,67,Jones, MS,67761,31.668673,-89.16512
28,69,Kemper, MS,10456,32.759967,-88.677908
28,71,Lafayette, MS,47351,34.361506,-89.526937
28,73,Lamar, MS,55658,31.264156,-89.438738
28,75,Lauderdale, MS,80261,32.400679,-88.691796
28,77,Lawrence, MS,12929,31.555383,-90.109256
28,79,Leake, MS,23805,32.725455,-89.504736
28,81,Lee, MS,82910,34.274735,-88.702989
28,83,Leflore, MS,32317,33.513076,-90.209073
28,85,Lincoln, MS,34869,31.550891,-90.456276
28,87,Lowndes, MS,59779,33.515351,-88.392697
28,89,Madison, MS,95203,32.510711,-90.098347
28,91,Marion, MS,27088,31.244447,-89.829694
28,93,Marshall, MS,37144,34.815764,-89.542843
28,95,Monroe, MS,36989,33.925912,-88.498114
28,97,Montgomery, MS,10925,33.496574,-89.682988
28,99,Neshoba, MS,29676,32.754204,-89.117671
28,101,Newton, MS,21720,32.41204,-89.128073
28,103,Noxubee, MS,11545,33.13112,-88.54983
28,105,Oktibbeha, MS,47671,33.449231,-88.828709
28,107,Panola, MS,34707,34.350009,-89.938355
28,109,Pearl River, MS,55834,30.641968,-89.63173
28,111,Perry, MS,12250,31.262821,-88.991988
28,113,Pike, MS,40404,31.216057,-90.436396
28,115,Pontotoc, MS,29957,34.252502,-89.011424
28,117,Prentiss, MS,25276,34.631502,-88.552652
28,119,Quitman, MS,8223,34.27262,-90.262854
28,121,Rankin, MS,141617,32.279373,-90.033002
28,123,Scott, MS,28264,32.401463,-89.529197
28,125,Sharkey, MS,4916,32.924745,-90.859408
28,127,Simpson, MS,27503,31.916008,-89.853775
28,129,Smith, MS,16491,31.971849,-89.506985
28,131,Stone, MS,17786,30.809011,-89.136496
28,133,Sunflower, MS,29450,33.594123,-90.584058
28,135,Tallahatchie, MS,15378,33.983144,-90.197125
28,137,Tate, MS,28886,34.64608,-89.948155
28,139,Tippah, MS,22232,34.767895,-88.925793
28,141,Tishomingo, MS,19593,34.723482,-88.228366
28,143,Tunica, MS,10778,34.709638,-90.348008
28,145,Union, MS,27134,34.484262,-89.007903
28,147,Walthall, MS,15443,31.151622,-90.121389
28,149,Warren, MS,48773,32.325884,-90.845245
28,151,Washington, MS,51137,33.37108,-91.010964
28,153,Wayne, MS,20747,31.650101,-88.659321
28,155,Webster, MS,10253,33.582221,-89.226172
28,157,Wilkinson, MS,9878,31.121531,-91.238269
28,159,Winston, MS,19198,33.084925,-89.042843
28,161,Yalobusha, MS,12678,34.080595,-89.693557
28,163,Yazoo, MS,28065,32.82849,-90.380241
29,1,Adair, MO,25607,40.19566,-92.582446
29,3,Andrew, MO,17291,39.922565,-94.818293
29,5,Atchison, MO,5685,40.421105,-95.437688
29,7,Audrain, MO,25529,39.205358,-91.821071
29,9,Barry, MO,35597,36.735065,-93.862744
29,11,Barton, MO,12402,37.495228,-94.308903
29,13,Bates, MO,17049,38.276163,-94.362322
29,15,Benton, MO,19056,38.302689,-93.308948
29,17,Bollinger, MO,12363,37.338242,-89.998323
29,19,Boone, MO,162642,38.959866,-92.321523
29,21,Buchanan, MO,89201,39.750602,-94.821954
29,23,Butler, MO,42794,36.75379,-90.413589
29,25,Caldwell, MO,9424,39.664765,-93.994816
29,27,Callaway, MO,44332,38.802239,-91.993447
29,29,Camden, MO,44002,38.072828,-92.749496
29,31,Cape Girardeau, MO,75674,37.353894,-89.60625
29,33,Carroll, MO,9295,39.410155,-93.495631
29,35,Carter, MO,6265,36.949427,-90.897277
29,37,Cass, MO,99478,38.746895,-94.423526
29,39,Cedar, MO,13982,37.767996,-93.895022
29,41,Chariton, MO,7831,39.486626,-92.934967
29,43,Christian, MO,77422,37.025687,-93.262511
29,45,Clark, MO,7139,40.413068,-91.704732
29,47,Clay, MO,221939,39.251395,-94.49392
29,49,Clinton, MO,20743,39.602093,-94.370131
29,51,Cole, MO,75990,38.552393,-92.218634
29,53,Cooper, MO,17601,38.909615,-92.772604
29,55,Crawford, MO,24696,38.059819,-91.322802
29,57,Dade, MO,7883,37.415613,-93.829944
29,59,Dallas, MO,16777,37.643825,-93.067095
29,61,Daviess, MO,8433,39.942683,-93.983258
29,63,DeKalb, MO,12892,39.81961,-94.340504
29,65,Dent, MO,15657,37.630684,-91.542131
29,67,Douglas, MO,13684,36.939746,-92.588247
29,69,Dunklin, MO,31953,36.326743,-90.059209
29,71,Franklin, MO,101492,38.432966,-90.999826
29,73,Gasconade, MO,15222,38.45363,-91.491625
29,75,Gentry, MO,6738,40.199987,-94.439143
29,77,Greene, MO,275174,37.193837,-93.3083
29,79,Grundy, MO,10261,40.091968,-93.595469
29,81,Harrison, MO,8957,40.313851,-94.000823
29,83,Henry, MO,22272,38.394758,-93.736873
29,85,Hickory, MO,9627,37.910659,-93.330251
29,87,Holt, MO,4912,40.092393,-95.199972
29,89,Howard, MO,10144,39.139325,-92.705762
29,91,Howell, MO,40400,36.793133,-91.873823
29,93,Iron, MO,10630,37.571851,-90.711599
29,95,Jackson, MO,674158,39.010332,-94.446137
29,97,Jasper, MO,117404,37.128993,-94.443436
29,99,Jefferson, MO,218733,38.340593,-90.475744
29,101,Johnson, MO,52595,38.757209,-93.770312
29,103,Knox, MO,4131,40.151668,-92.150669
29,105,Laclede, MO,35571,37.669645,-92.65456
29,107,Lafayette, MO,33381,39.056329,-93.840082
29,109,Lawrence, MO,38634,37.035398,-93.797074
29,111,Lewis, MO,10211,40.085505,-91.649082
29,113,Lincoln, MO,52566,39.003625,-90.928671
29,115,Linn, MO,12761,39.796774,-93.065191
29,117,Livingston, MO,15195,39.795916,-93.554324
29,119,McDonald, MO,23083,36.618064,-94.39808
29,121,Macon, MO,15566,39.798522,-92.51033
29,123,Madison, MO,12226,37.535795,-90.300055
29,125,Maries, MO,9176,38.171917,-91.878062
29,127,Marion, MO,28781,39.740805,-91.455661
29,129,Mercer, MO,3785,40.418591,-93.575859
29,131,Miller, MO,24748,38.247837,-92.507085
29,133,Mississippi, MO,14358,36.857051,-89.365459
29,135,Moniteau, MO,15607,38.628938,-92.616373
29,137,Monroe, MO,8840,39.520553,-91.973958
29,139,Montgomery, MO,12236,38.950802,-91.468473
29,141,Morgan, MO,20565,38.381506,-92.850304
29,143,New Madrid, MO,18956,36.605307,-89.65871
29,145,Newton, MO,58114,36.921798,-94.41138
29,147,Nodaway, MO,23370,40.352749,-94.867916
29,149,Oregon, MO,10881,36.618129,-91.464771
29,151,Osage, MO,13878,38.453819,-91.883136
29,153,Ozark, MO,9723,36.62309,-92.424289
29,155,Pemiscot, MO,18296,36.181794,-89.748715
29,157,Perry, MO,18971,37.713672,-89.857097
29,159,Pettis, MO,42201,38.702201,-93.246549
29,161,Phelps, MO,45156,37.942882,-91.748715
29,163,Pike, MO,18516,39.363535,-91.156139
29,165,Platte, MO,89322,39.262166,-94.684698
29,167,Polk, MO,31137,37.601813,-93.404415
29,169,Pulaski, MO,52274,37.824257,-92.1773
29,171,Putnam, MO,4979,40.480842,-92.979269
29,173,Ralls, MO,10167,39.57958,-91.468633
29,175,Randolph, MO,25414,39.412906,-92.451935
29,177,Ray, MO,23494,39.335641,-94.06127
29,179,Reynolds, MO,6696,37.336586,-90.972986
29,181,Ripley, MO,14100,36.627212,-90.791802
29,183,St. Charles, MO,360485,38.776604,-90.659755
29,185,St. Clair, MO,9805,38.056009,-93.765606
29,186,Ste. Genevieve, MO,18145,37.939468,-90.168495
29,187,St. Francois, MO,65359,37.835573,-90.492254
29,189,St. Louis, MO,998954,38.647121,-90.386218
29,195,Saline, MO,23370,39.111933,-93.204898
29,197,Schuyler, MO,4431,40.461815,-92.521984
29,199,Scotland, MO,4843,40.448001,-92.146652
29,201,Scott, MO,39191,37.014498,-89.577839
29,203,Shannon, MO,8441,37.069627,-91.429472
29,205,Shelby, MO,6373,39.761774,-92.077052
29,207,Stoddard, MO,29968,36.850777,-89.969639
29,209,Stone, MO,32202,36.717605,-93.438433
29,211,Sullivan, MO,6714,40.217733,-93.103734
29,213,Taney, MO,51675,36.656706,-93.189979
29,215,Texas, MO,26008,37.328457,-91.968488
29,217,Vernon, MO,21159,37.835598,-94.340355
29,219,Warren, MO,32513,38.788663,-91.10358
29,221,Washington, MO,25195,37.953147,-90.785675
29,223,Wayne, MO,13521,37.107087,-90.512622
