County ID,Commuting Zone ID,Teenage Birth Rate,Mean Parent Income,Mean Child Income,Number of Children in Core Sample
46005,27007,0.099,66700,55500,765
46007,27704,,,,
46009,27005,0.085,50400,56300,321
46011,26501,0.07,85200,57100,959
46013,26605,0.101,85600,59800,1496
46015,27009,0.112,63500,51600,285
46017,27009,,,,
46019,27601,0.122,53600,50700,449
46021,26604,,,,
46023,27008,0.138,49200,42700,433
46025,26504,,,,
46027,26503,0.073,79200,59900,440
46029,26504,0.11,75800,56200,1263
46031,26603,,,,
46033,27601,0.11,59800,51400,315
46035,27006,0.088,77200,59000,842
46037,26602,0.105,49500,53800,286
46039,26504,,,,
46041,27602,0.233,39900,30100,316
46043,27008,,,,
46045,26605,,,,
46047,27601,0.144,61800,49900,342
46049,26605,,,,
46051,26601,0.123,67800,58100,427
46053,27004,0.101,48400,56200,253
46055,27603,,,,
46057,26504,0.122,57400,61600,319
46059,27010,,,,
46061,27006,,,,
46063,26401,,,,
46065,27011,0.094,79000,54500,745
46067,27008,0.041,67700,60900,345
46069,27010,,,,
46071,27603,,,,
46073,27007,,,,
46075,27604,,,,
46077,26501,0.097,58800,63500,323
46079,26502,0.085,71000,57100,547
46081,27601,0.101,73700,54200,982
46083,26503,0.092,75900,55900,695
46085,27009,,,,
46087,26503,0.075,59700,61000,301
46089,26605,,,,
46091,26602,,,,
46093,27601,0.135,60700,44900,1087
46095,27605,,,,
46097,26502,,,,
46099,26503,0.1,103300,55900,5993
46101,26501,0.097,64100,45600,318
46103,27601,0.156,76800,48700,3816
46105,26404,,,,
46107,27012,,,,
46109,26602,0.227,49400,43200,479
46111,27006,,,,
46113,27704,0.257,34000,15300,582
46115,26605,0.12,58300,57500,376
46117,27011,,,,
46119,27011,,,,
46121,27605,0.337,31400,15600,402
46123,27004,0.119,49100,50700,293
46125,26503,0.087,61300,57100,437
46127,28001,0.12,100400,60200,619
46129,26604,0.17,51000,49400,267
46135,27005,0.107,75900,57900,865
46137,27602,,,,
47001,302,0.137,79600,45900,2502
47003,5700,0.228,61300,36700,1388
47005,5800,0.184,49000,36100,626
47007,6402,0.192,46200,40300,285
47009,302,0.155,71200,42600,3407
47011,6502,0.188,70700,40700,2958
47013,302,0.234,45000,33900,1228
47015,5600,0.155,56800,42700,485
47017,5800,0.203,52400,38100,1238
47019,100,0.181,50600,40600,1472
47021,5600,0.184,72000,41100,1347
47023,4901,0.191,51800,50100,472
47025,301,0.215,45400,41200,1039
47027,5402,,,,
47029,200,0.236,43000,31300,1131
47031,5700,0.171,67400,44800,1990
47033,4901,0.235,48000,35800,563
47035,6402,0.212,51700,37300,1303
47037,5600,0.201,96800,39100,17865
47039,4903,0.181,49000,42600,421
47041,6301,0.225,51300,39900,624
47043,5800,0.185,72100,41700,1712
47045,4902,0.216,62700,39900,1437
47047,5202,0.257,50000,32100,910
47049,6402,0.198,42400,32300,637
47051,5700,0.194,66700,41600,1340
47053,4901,0.228,58300,38700,1977
47055,5500,0.213,66500,42100,1170
47057,200,0.211,44200,36600,700
47059,100,0.198,61200,34400,2022
47061,6401,0.233,40200,31400,538
47063,200,0.206,62700,38000,2028
47065,6401,0.178,84400,41100,11396
47067,301,,,,
47069,4901,0.249,44400,31600,1097
47071,5100,0.223,51400,38400,820
47073,100,0.174,54600,35300,1578
47075,4902,0.289,43900,29900,838
47077,4903,0.211,55000,38300,943
47079,5800,0.232,59300,37400,1108
47081,5500,0.218,54400,35600,817
47083,5900,0.246,58900,41600,280
47085,5800,0.182,62700,40700,689
47087,6302,0.196,43000,34800,275
47089,200,0.193,57300,37500,1425
47091,1001,0.182,41700,30300,498
47093,302,0.154,96900,44300,12268
47095,4902,,,,
47097,4902,0.292,43700,33700,1163
47099,6200,0.199,54400,39700,1685
47101,5500,0.202,50300,39600,393
47103,6000,0.178,60300,44000,1158
47105,302,0.175,64000,39400,1343
47107,6502,0.203,58000,40000,1717
47109,5100,0.221,49200,37700,964
47111,5600,0.198,46400,39800,575
47113,4901,0.206,75400,37400,3463
47115,6401,0.22,51400,37900,1044
47117,5500,0.187,72300,40100,1085
47119,5500,0.197,77900,39700,3122
47121,6502,0.231,53200,37800,491
47123,6502,0.236,51600,35500,1316
47125,5900,0.189,63500,39000,4498
47127,5700,,,,
47129,302,0.208,45900,35500,980
47131,25300,0.216,65400,40600,1124
47133,6302,0.138,48200,38100,625
47135,4903,0.202,48300,32500,263
47137,6302,,,,
47139,6502,0.205,55300,36000,563
47141,6302,0.172,66900,40000,2294
47143,6402,0.243,52300,37900,1097
47145,302,0.176,61000,39600,1548
47147,5600,0.201,67500,41300,2282
47149,5600,0.177,80700,43300,6268
47151,4602,0.211,42800,36000,711
47153,6401,0.25,45600,35900,346
47155,200,0.188,59700,35700,2476
47157,5202,0.215,82600,37000,36943
47159,5600,0.198,58900,42100,647
47161,5900,0.163,49700,41200,420
47163,100,0.156,78100,41900,5210
47165,5600,0.165,82600,46200,4896
47167,5202,0.213,60100,37800,2121
47169,5600,0.23,52400,39500,270
47171,100,0.174,59100,40400,553
47173,302,0.216,42100,32700,528
47175,6301,,,,
47177,6301,0.227,59700,38100,1502
47179,100,0.161,72600,40100,3569
47181,6200,0.168,47700,39500,473
47183,25300,0.183,61500,41500,1146
47185,6301,0.225,53000,37500,844
47187,5600,0.066,173700,59100,5246
47189,5600,0.161,82400,45700,3036
48001,33300,0.251,58300,44300,1899
48003,31401,0.265,59600,62600,747
48005,32201,0.236,65400,43300,3356
48007,31700,0.212,58700,49300,740
48009,32601,0.138,58700,55600,276
48011,30903,,,,
48013,31301,0.241,50300,48600,1695
48015,32000,0.166,76200,56100,1148
48017,30902,0.267,55000,44700,376
48019,31301,0.144,64500,46700,560
48021,31201,0.184,61600,42400,1999
48023,32603,,,,
48025,31302,0.291,49300,42400,1144
48027,32900,0.2,62500,41500,9454
48029,31301,0.214,69000,40800,53415
48031,31201,0.146,62100,47200,282
48033,32401,,,,
48035,32801,0.196,58600,46100,721
48037,33500,0.22,65500,41700,3686
48039,31900,0.187,81800,53100,10376
48041,31800,0.203,79800,48100,4154
48043,31404,0.208,52600,47600,320
48045,30906,,,,
48047,31700,0.278,34100,42300,412
48049,32701,0.24,57700,44100,1501
48051,31800,0.224,57700,45600,695
48053,31202,0.2,62500,41900,1137
48055,31201,0.254,50800,38400,1341
48057,31101,0.285,64700,47000,900
48059,32501,0.187,51000,48200,569
48061,31600,0.25,41900,37400,13814
48063,33500,0.283,57900,41900,526
48065,30904,0.117,67600,66200,334
48067,33500,0.223,53300,48800,1407
48069,30902,0.266,44900,44200,442
48071,32000,0.209,72300,51200,775
48073,33300,0.252,52200,45300,1621
48075,32502,0.274,45200,39200,264
48077,32601,0.207,57900,50100,362
48079,30802,,,,
48081,32301,,,,
48083,32701,0.251,44000,44000,382
48085,33100,0.09,157900,63200,13438
48087,30905,,,,
48089,31102,0.181,62400,51200,832
48091,31301,0.157,82500,49300,3180
48093,32702,0.222,52700,45800,441
48095,32302,,,,
48097,33100,0.206,63100,51800,1370
48099,32900,0.178,56700,42900,2176
48101,32502,,,,
48103,31401,,,,
48105,31403,,,,
48107,30802,0.315,45200,40600,330
48109,30605,,,,
48111,31007,0.233,61500,46200,396
48113,33100,0.198,98600,45000,75892
48115,32401,0.303,48100,44700,680
48117,30903,0.298,46800,40700,958
48119,33200,,,,
48121,33100,0.117,113400,54800,13668
48123,31101,0.218,60300,56000,628
48125,32503,,,,
48127,31501,0.295,36000,46400,532
48129,30906,,,,
48131,31700,0.288,43800,60200,628
48133,32501,0.224,48300,45600,806
48135,31401,0.271,60400,54000,5864
48137,32304,,,,
48139,33100,0.213,73000,46400,5190
48141,30601,0.216,52300,40000,28400
48143,32702,0.185,65100,47800,1077
48145,32801,0.269,47400,35900,645
48147,33902,0.208,55600,42700,1103
48149,31102,0.141,83500,57100,919
48151,32402,,,,
48153,30908,0.293,46500,42400,421
48155,32604,,,,
48157,32000,0.12,116800,58000,12677
48159,33500,0.213,56300,47600,363
48161,32802,0.201,58500,53800,642
48163,31502,0.287,39800,38500,649
48165,30801,0.25,51900,55900,669
48167,32000,0.179,80400,48400,10754
48169,30802,,,,
48171,31303,0.159,65100,48500,740
48173,32401,,,,
48175,31101,0.214,57100,54300,271
48177,31103,0.278,46100,42200,772
48179,30904,0.211,71000,54200,985
48181,33902,0.2,68500,44300,4499
48183,33400,0.199,73500,49000,5704
48185,31800,0.235,48400,39200,961
48187,31301,0.194,66100,42800,3071
48189,30908,0.294,50100,42400,1747
48191,30906,,,,
48193,32702,0.205,50100,52000,316
48195,31005,0.159,62800,64200,300
48197,32604,,,,
48199,32100,0.174,71500,51000,2388
48201,32000,0.179,93000,50900,124032
48203,33400,0.221,56100,43600,2340
48205,31007,,,,
48207,32503,0.212,50200,46200,266
48209,31201,0.18,79400,43500,3371
48211,30904,,,,
48213,33300,0.235,54200,46200,2464
48215,31600,0.265,41600,37500,21575
48217,32801,0.219,52100,44900,1188
48219,30802,0.275,58400,51700,1151
48221,33000,0.15,85400,51800,1570
48223,33200,0.213,57000,44500,1267
48225,32201,0.226,50500,41500,925
48227,32401,0.256,61500,51100,1401
48229,30601,,,,
48231,33200,0.22,60200,41500,2773
48233,30904,0.2,73300,57500,1272
48235,32301,,,,
48237,32602,0.276,49300,63000,332
48239,31101,0.242,68000,52800,666
48241,32100,0.239,52800,47300,1603
48243,31404,,,,
48245,32100,0.201,73800,46700,10226
48247,31503,,,,
48249,31700,0.245,56500,50300,1985
48251,33000,0.198,69100,51300,5394
48253,32501,0.227,47200,43600,673
48255,31302,0.254,59600,50100,625
48257,33100,0.21,63500,43400,3253
48259,31301,0.11,98600,53600,1063
48261,31700,,,,
48263,32403,,,,
48265,31303,0.201,62600,45900,1440
48267,32303,,,,
48269,32503,,,,
48271,32305,,,,
48273,31700,0.225,55000,45000,1282
48275,32503,,,,
48277,33200,0.231,57500,40100,1922
48279,30902,0.26,49900,47600,742
48281,32900,0.198,58900,43300,823
48283,31502,0.306,36300,45800,272
48285,31101,0.161,66200,60400,981
48287,31201,0.181,60400,52700,595
48289,32802,0.201,54800,51200,661
48291,32000,0.228,60700,47300,3261
48293,32802,0.247,54000,47100,840
48295,31005,,,,
48297,31301,0.175,60800,48400,432
48299,31202,0.191,50200,43200,369
48301,31402,,,,
48303,30802,0.245,68900,43100,9357
48305,30802,0.288,45800,41200,365
48307,32302,0.259,48600,44300,365
48309,32801,0.232,66600,42500,8358
48311,31301,,,,
48313,32201,0.223,51600,41500,391
48315,33400,0.289,38200,37200,334
48317,31401,,,,
48319,31304,,,,
48321,31900,0.232,63000,47800,1762
48323,32306,0.252,31800,37700,2213
48325,31301,0.211,54400,45400,1482
48327,32303,,,,
48329,31401,0.219,92400,62700,5587
48331,31201,0.24,52300,45400,1079
48333,32701,,,,
48335,32403,0.25,51000,51000,348
48337,33000,0.2,51800,54600,745
48339,32000,0.146,105300,54600,10931
48341,31007,0.277,59300,49900,900
48343,33500,0.231,48800,41700,619
48345,30907,,,,
48347,32202,0.209,63000,43800,2082
48349,32802,0.245,55200,47100,1577
48351,32100,0.295,45000,39100,553
48353,32402,0.293,48900,43700,774
48355,31700,0.219,64300,43400,14425
48357,31005,0.181,63800,58900,444
48359,30903,,,,
48361,32100,0.193,68700,51700,3993
48363,33000,0.246,54300,44900,997
48365,33400,0.225,58900,52300,1019
48367,33000,0.156,80900,51600,3165
48369,30901,0.242,49000,46800,526
48371,31403,0.279,51700,52900,805
48373,32100,0.242,47600,40700,1420
48375,30903,0.293,58900,38000,4555
48377,31404,0.277,33400,47600,291
48379,33200,0.182,53200,45300,409
48381,30903,0.153,99200,55500,4251
48383,32401,,,,
48385,32304,,,,
48387,33200,0.2,45900,39800,592
48389,31402,0.328,43700,49100,656
48391,31700,0.253,59500,49100,383
48393,30904,,,,
48395,31800,0.269,49700,39700,697
48397,33100,0.122,121700,54500,1562
48399,32302,0.223,54500,47400,541
48401,33400,0.212,59300,47700,1709
48403,32202,0.239,45100,45400,408
48405,32202,0.245,36400,38100,324
48407,32000,0.213,45900,39600,583
48409,31700,0.252,55900,46200,3374
48411,32701,,,,
48413,32301,,,,
48415,32403,0.242,62600,57800,820
48417,32501,,,,
48419,32202,0.249,48400,49000,999
48421,31006,,,,
48423,33300,0.189,76900,45700,6806
48425,33000,0.168,76500,51600,291
48427,31600,0.299,28600,38300,2302
48429,32501,0.239,54200,43400,447
48431,32301,,,,
48433,32503,,,,
48435,32304,,,,
48437,30908,0.307,45900,39500,409
48439,33000,0.18,96600,49100,50576
48441,32501,0.212,65300,46500,5379
48443,32305,,,,
48445,30801,0.314,56800,43400,603
48447,32602,,,,
48449,33500,0.245,61900,44400,1001
48451,32301,0.23,64900,46300,4331
48453,31201,0.165,123900,47600,22721
48455,32201,0.24,44500,36900,491
48457,32100,0.241,49500,43700,815
48459,33400,0.207,51200,44700,1336
48461,31401,,,,
48463,32304,0.258,47800,44100,1169
48465,32305,0.249,43800,43000,1918
48467,33300,0.196,59700,44400,1705
48469,31101,0.231,72900,49000,3868
48471,32201,0.208,61500,43300,1575
48473,32000,0.228,55800,43000,1011
48475,31402,0.25,58100,55400,619
48477,32000,0.173,74200,45100,1171
48479,31503,0.264,51000,39600,7817
48481,31900,0.252,60700,49700,1953
48483,30905,,,,
48485,32601,0.207,73800,46200,4943
48487,32604,0.311,80000,43300,634
48489,31600,0.275,33900,36800,1004
48491,31201,0.122,99500,52100,8675
48493,31301,0.171,60400,52900,1312
48495,31402,0.296,54700,55700,421
48497,33000,0.184,66600,53200,1829
48499,33300,0.207,54700,46900,1376
48501,30801,0.221,63700,63500,469
48503,32602,0.211,54400,53500,797
48505,31503,0.292,44600,46100,520
48507,31501,0.365,26200,35300,560
49001,35901,0.173,62300,53000,337
49003,36200,0.131,78000,50400,2669
49005,36200,0.088,88500,52200,4263
49007,35902,0.156,76500,53800,1214
49009,36404,,,,
49011,36100,0.094,110100,54300,13271
49013,36402,0.185,56800,63500,1006
49015,35902,0.136,76300,56800,769
49017,35904,0.133,58600,49700,281
49019,35903,0.156,55900,47600,361
49021,35901,0.145,64100,45800,1473
49023,36000,0.183,63900,52900,455
49025,35401,0.123,137600,45800,325
49027,36000,0.153,66800,50200,891
49029,36100,0.1,93100,55800,522
49031,35904,,,,
49033,36404,,,,
49035,36100,0.118,102300,51300,41845
49037,35402,0.149,60200,42100,576
49039,35902,0.149,64600,49700,1255
49041,35904,0.16,69200,50500,1131
49043,36100,0.06,142600,62800,1284
49045,36100,0.155,76100,48700,1860
49047,36402,0.186,67400,62400,1454
49049,36000,0.101,113200,51900,16844
49051,36100,0.11,98000,53300,796
49053,35901,0.133,82400,46500,4114
49055,35905,,,,
49057,36100,0.149,87400,48300,9590
50001,20200,0.064,77100,46000,1349
50003,20902,0.113,75900,46800,1447
50005,20301,0.087,61900,41500,1286
50007,20200,0.064,106400,53200,4872
50009,20301,0.13,48300,45800,252
50011,20200,0.107,63400,46400,1728
50013,20200,,,,
50015,20200,0.082,69900,46500,877
50017,20302,0.088,60900,47200,1160
50019,20301,0.1,58900,44500,1107
50021,20200,0.078,72100,50100,2474
50023,20302,0.075,75900,48400,2315
50025,20700,0.078,70800,44000,1767
50027,20302,0.082,84300,52400,2280
51001,19903,0.233,44300,34200,1285
51003,17600,0.085,117400,52500,2400
51005,17300,,,,
51007,2400,0.163,58200,39000,412
51009,2300,0.162,61900,45600,1067
51011,2300,0.164,55100,39300,485
51013,11304,0.087,134200,62300,3211
51015,17300,0.159,70100,45600,1700
51017,17300,,,,
51019,2300,0.117,84300,51000,1483
51021,11201,0.139,62400,44200,255
51023,16600,0.098,82300,50000,1855
51025,2200,0.236,45200,32900,579
51027,11201,0.146,53800,48400,1013
51029,17600,0.182,52900,35100,349
51031,2300,0.167,59800,40900,1262
51033,11301,0.182,61800,37800,812
51035,602,0.172,50100,39500,653
51036,2400,,,,
51037,2200,0.182,46900,37900,523
51041,2400,0.096,107600,55400,10842
51043,17502,0.164,99500,49900,409
51045,16600,,,,
51047,17600,0.164,73500,44800,1187
51049,2200,,,,
51051,11203,0.127,47200,48000,599
51053,2400,0.166,71000,42800,505
51057,11303,0.219,58800,41300,375
51059,11304,0.052,164700,74000,29381
51061,11304,0.099,111300,53300,2072
51063,16600,0.161,55900,43600,418
51065,17600,0.128,67100,43200,539
51067,16600,0.174,60200,41500,1391
51069,17502,0.153,82400,49500,2292
51071,16600,0.187,57800,39400,576
51073,2500,0.14,68500,44100,1392
51075,2400,0.096,126900,50400,467
51077,602,0.158,50000,39600,407
51079,17600,0.156,59300,39000,485
51081,2600,,,,
51083,2200,0.192,54200,38300,1392
51085,2400,0.081,97500,56600,3209
51087,2400,0.099,120800,55800,7985
51089,402,0.21,52300,36600,1470
51091,17300,,,,
51093,2500,0.162,71400,43700,1082
51095,2500,0.124,111600,53100,2028
51097,2400,,,,
51099,11301,0.181,85400,52200,656
51101,2400,0.153,72400,44200,499
51103,11303,0.19,61300,41200,412
51105,11203,0.178,48800,38800,729
51107,11304,0.065,145100,65100,4494
51109,17600,0.178,62100,40100,811
51111,2200,0.208,48000,35600,396
51113,17600,0.131,69900,44400,398
51115,2500,0.102,62000,47300,309
51117,2200,0.199,51100,38500,1103
51119,2500,0.141,58900,43000,354
51121,16600,0.103,80800,48200,1835
51125,17300,0.157,59800,41200,649
51127,2400,0.118,79500,47900,545
51131,19903,0.226,45700,33200,523
51133,11303,0.189,52500,35000,333
51135,2200,0.191,52400,37800,587
51137,17600,0.176,71400,41700,1089
51139,17200,0.189,51800,40900,816
51141,402,0.147,50500,43700,578
51143,500,0.187,52400,39800,1685
51145,2400,0.081,83900,45200,621
51147,2200,0.175,53700,33700,691
51149,2400,0.153,71200,46500,775
51153,11304,0.116,101100,58200,8731
51155,16600,0.175,63600,39800,992
51157,11304,0.108,82900,46600,343
51159,11303,0.133,56200,43500,279
51161,16600,0.108,101100,55800,2054
51163,17300,0.143,58800,51200,375
51165,17200,0.154,78700,45900,2164
51167,11201,0.143,50100,50900,970
51169,100,0.156,60800,43400,758
51171,17200,0.145,63100,46100,1233
51173,100,0.193,57100,44200,1145
51175,2500,0.159,57300,38400,464
51177,11301,0.128,89000,52200,3399
51179,11301,0.104,103200,57000,3868
51181,2500,0.164,52100,39000,296
51183,2400,0.243,49100,36100,477
51185,11201,0.144,67100,46600,1610
51187,11304,0.155,71300,47600,1030
51191,100,0.145,65800,42900,1263
51193,11303,0.223,49900,38200,536
51195,11203,0.166,57400,44100,1595
51197,11201,0.168,59300,42300,1001
51199,2500,0.079,105900,60900,1900
51510,11304,0.13,125600,53200,2012
51515,2300,0.188,59800,41400,602
51520,100,0.168,64700,40000,924
51530,17300,0.188,51400,41800,273
51540,17600,0.174,94400,41000,1236
51550,2000,0.146,77900,48400,8168
51560,17300,,,,
51570,2400,0.113,80900,50400,935
51580,17300,0.155,62100,46700,535
51590,500,0.212,64900,38200,2319
51595,2600,0.246,44500,33300,484
51600,11304,0.046,142100,69500,1797
51610,11304,0.044,162600,62000,396
51620,2500,0.181,74600,38600,567
51630,11301,0.179,76300,39900,469
51640,602,0.164,60500,41600,497
51650,2500,0.184,59200,38000,5254
51660,17200,0.132,90000,51800,1215
51670,2400,0.206,61100,40000,1061
51678,17300,0.084,80600,52500,437
51680,2300,0.168,81600,43700,2782
51683,11304,0.136,96400,58000,2079
51685,11304,0.111,112400,59900,1594
51690,402,0.2,65900,38900,1221
51700,2500,0.197,60500,38100,6515
51710,2000,0.246,52800,32100,7023
51720,11203,,,,
51730,2400,0.24,52100,31100,2140
51735,2500,0.066,105100,64300,557
51740,2000,0.247,48900,32100,3592
51750,16600,0.118,86600,45200,430
51760,2400,0.281,49400,26200,5762
51770,16600,0.213,71100,37200,3061
51775,16600,0.123,82300,49400,1200
51790,17300,0.127,69200,44300,1095
51800,2000,0.202,68000,38700,2384
51810,2000,0.12,85500,47300,16584
51820,17300,0.164,70800,46000,956
51830,2500,,,,
51840,17502,0.13,87300,51700,816
53001,38501,0.18,60100,49600,809
53003,38401,0.159,67900,43800,828
53005,39100,0.135,93000,52700,6289
53007,38502,0.138,77300,47900,2583
53009,39303,0.13,68800,42700,2502
53011,38801,0.121,93900,47700,13231
53013,39100,,,,
53015,38700,0.139,75800,45100,3939
53017,38502,0.149,71800,46600,1276
53019,38602,0.186,49500,38100,281
53021,39100,0.202,71300,46300,2056
53023,38401,,,,
53025,38501,0.185,64900,44900,2887
53027,38700,0.148,63300,42900,2899
53029,39400,0.109,75600,47300,2115
53031,39303,0.124,83400,43600,864
53033,39400,0.077,140400,55000,53300
53035,39400,0.108,89200,48300,9246
53037,39000,0.105,78100,51400,1079
53039,38802,0.153,59100,42900,791
53041,39400,0.152,67600,45100,3049
53043,38601,0.12,62800,50000,432
53045,39400,0.15,65700,41300,1849
53047,38602,0.144,58200,41000,1792
53049,38700,0.141,56900,42700,758
53051,38601,0.148,52100,45200,542
53053,39400,0.126,84800,46400,26584
53055,39301,0.052,195100,39600,439
53057,39400,0.134,78400,47000,3927
53059,38801,0.169,61000,42300,339
53061,39400,0.095,93700,50300,22690
53063,38601,0.114,82000,46800,16649
53065,38602,0.142,57400,42500,1698
53067,39400,0.103,81600,46200,8479
53069,38700,,,,
53071,39100,0.154,70400,46600,1953
53073,39302,0.096,84800,50100,5797
53075,38402,0.057,77600,58100,1116
53077,39000,0.2,64000,43000,8712
54001,16701,0.148,46400,46000,559
54003,17400,0.195,64800,41000,2712
54005,16901,0.171,60500,48100,926
54007,16802,0.138,53500,51900,441
54009,15500,0.097,65700,46600,783
54011,17100,0.164,74700,43700,3632
54013,16902,0.143,47600,51300,296
54015,16901,0.166,46000,41200,413
54017,16702,,,,
54019,16801,0.178,53300,44300,1881
54021,16802,,,,
54023,17501,0.16,52800,42100,343
54025,16801,0.14,56400,43600,1373
54027,17502,0.166,49600,38700,726
54029,15500,0.142,70700,47300,1339
54031,17501,0.15,52000,43900,416
54033,16702,0.145,66500,47400,2811
54035,15300,0.152,58700,45400,1168
54037,17400,0.144,73100,43900,1625
54039,16901,0.154,80500,45400,7487
54041,16703,0.151,53200,47300,694
54043,16901,0.186,47300,46100,800
54045,16901,0.163,55700,46100,1505
54047,11202,0.218,42400,38600,967
54049,16702,0.111,65300,49700,2100
54051,15600,0.14,63900,52300,1171
54053,15800,0.117,60700,42300,982
54055,11201,0.146,62500,41800,2099
54057,17501,0.14,54500,45000,1087
54059,17000,0.17,53000,48200,1254
54061,16702,0.106,86500,53100,2120
54063,16600,0.145,50800,42200,420
54065,17400,0.188,55500,41200,442
54067,16802,0.129,56300,48200,1034
54069,15600,0.104,90400,50900,1885
54071,17200,0.135,51000,49300,297
54073,15300,0.123,64000,50900,297
54075,16701,0.15,41500,39000,284
54077,16702,0.117,52900,49200,1160
54079,16901,0.122,90900,50300,1895
54081,16801,0.161,67900,70800,2756
54083,16701,0.154,55100,42600,1064
54085,15300,0.153,45900,41600,423
54087,16902,0.151,47500,43200,564
54089,16801,0.171,45800,37700,441
54091,16702,0.116,48200,46200,574
54093,16701,,,,
54095,15600,0.116,64100,52000,317
54097,16703,0.156,52600,45200,850
54099,17100,0.172,52900,41600,1166
54101,16802,0.125,56100,46200,362
54103,15600,0.139,61500,47700,747
54105,15300,0.173,48100,45200,254
54107,15300,0.152,72200,46900,3330
54109,11202,0.161,55300,49700,967
55001,22700,0.21,50600,37400,368
55003,21001,0.112,60400,49000,841
55005,21101,0.115,76900,52600,2028
55007,21001,0.106,64400,40900,550
55009,22601,0.095,104100,55600,8320
55011,22800,0.099,64600,55200,632
55013,21102,0.142,56400,43800,499
55015,22500,0.059,85100,62000,1076
55017,22800,0.112,70900,50400,2336
55019,22700,0.102,66300,53800,1701
55021,23100,0.093,79900,50900,2347
55023,23000,0.12,62100,51500,774
55025,23100,0.078,118900,55900,13128
55027,24100,0.106,80800,54500,3661
55029,22601,0.081,78900,52900,1120
55031,26002,0.136,67700,47500,1749
55033,22800,0.098,73100,53700,1539
55035,22800,0.093,90100,53700,3302
55037,11402,,,,
55039,22500,0.094,86100,56400,3847
55041,21004,0.191,54800,48600,359
55043,23000,0.1,65100,54700,2280
55045,23000,0.083,85300,54500,1416
55047,22500,0.097,76500,55200,927
55049,23100,0.09,65500,53000,903
55051,21003,,,,
55053,22800,0.13,60100,44900,667
55055,24100,0.104,83000,52400,2858
55057,22900,0.155,66200,46200,1057
55059,24000,0.149,85400,46900,5206
55061,22601,0.099,75000,54500,904
55063,22900,0.085,90900,55400,3696
55065,23000,0.103,62300,59600,765
55067,22602,0.148,65600,45700,802
55069,22700,0.099,72700,51900,1366
55071,22400,0.101,84600,55200,3389
55073,22700,0.086,89300,56800,5049
55075,11402,0.117,69300,53900,2070
55077,23100,0.118,63000,45700,629
55078,22602,,,,
55079,24100,0.2,79400,42300,32902
55081,22900,0.135,69900,47500,1814
55083,22601,0.103,69900,49500,1388
55085,21004,0.094,82100,51500,1467
55087,22500,0.089,101900,58000,7299
55089,24100,0.04,173600,65900,3556
55091,22800,0.083,70600,65700,373
55093,21501,0.07,86600,60200,1757
55095,21102,0.105,73900,51000,1876
55097,22700,0.105,84800,54600,2541
55099,21001,0.078,65000,53300,701
55101,24000,0.15,95600,51600,7992
55103,23100,0.094,72700,45200,624
55105,24000,0.148,85400,48100,5954
55107,21101,0.111,60800,51300,637
55109,21501,0.078,101800,58000,2473
55111,23100,0.109,83600,51700,2208
55113,21101,0.207,58700,41300,693
55115,22602,0.121,68700,49500,1488
55117,22400,0.106,94100,54800,4590
55119,22700,0.088,69700,52500,834
55121,22800,0.104,66500,51900,1282
55123,22900,0.103,65400,49900,1321
55125,21004,0.104,63000,45500,675
55127,24000,0.123,87700,50300,3260
55129,21101,0.113,59000,44400,771
55131,24100,0.072,104500,61000,4912
55133,24100,0.055,137200,64300,14981
55135,22500,0.116,79200,50500,2496
55137,22500,0.144,60000,46600,729
55139,22500,0.093,97700,54300,5541
55141,22700,0.084,90500,56400,3739
56001,28704,0.095,92500,49100,978
56003,34301,0.13,55800,51400,565
56005,34601,0.137,90400,65400,1902
56007,34602,0.162,66400,52700,758
56009,34603,0.174,68700,65600,689
56011,34601,0.135,68400,68500,304
56013,34303,0.179,60500,50600,1789
56015,27703,0.156,54900,49200,529
56017,34302,,,,
56019,34304,0.108,63300,61700,308
56021,27702,0.157,79300,48400,3321
56023,36404,0.117,68600,54800,962
56025,34603,0.157,83300,56600,2940
56027,34604,,,,
56029,34301,0.105,71800,57200,1212
56031,27703,0.143,62200,55100,422
56033,34304,0.131,93500,55500,1148
56035,36404,,,,
56037,36404,0.174,88700,61800,2349
56039,36303,0.068,461800,64200,482
56041,36404,0.167,77500,59800,1366
56043,34302,0.162,75800,52700,461
56045,34601,0.164,67600,60000,377
